,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name
4535,1,twst,Lemon peel,Garnish,11,806,Flower Tart
4536,25.8768125,ml,Zhuyeqing Liquor,Spirits,21,807,Flowing With The Tea
4537,25.8768125,ml,Sake,Spirits,21,807,Flowing With The Tea
4538,8,,Juniper Berry,General,0,807,Flowing With The Tea
4539,1,bsp,Jasmine Green Loose Leaf Tea,General,0,807,Flowing With The Tea
4540,2,pn,Lemon zest,General,0,807,Flowing With The Tea
4541,22.180125,ml,"Apple brandy, Laird's Bonded",Brandy,5,808,Flu Cure Toddy
4542,22.180125,ml,Dark Rum,Rum,2,808,Flu Cure Toddy
4543,14.78675,ml,Jägermeister,Liqueur,10,808,Flu Cure Toddy
4544,29.5735,ml,Lemon juice,General,0,808,Flu Cure Toddy
4545,19.715666666666664,ml,Honey syrup (ginger-infused),General,0,808,Flu Cure Toddy
4546,1⁄2,,Egg white,General,0,809,Fly-By-Knight
4547,22.180125,ml,Lemon juice,General,0,809,Fly-By-Knight
4548,22.180125,ml,"Bourbon, Buffalo Trace",Whisky,4,809,Fly-By-Knight
4549,22.180125,ml,Amaro Nonino,Liqueur,10,809,Fly-By-Knight
4550,22.180125,ml,Aperol,Liqueur,10,809,Fly-By-Knight
4551,29.5735,ml,Red wine,Wine,8,809,Fly-By-Knight
4552,44.36025,ml,"Apple brandy, Lairds",Brandy,5,810,Fog in the Orchard
4553,29.5735,ml,"Dry vermouth, Sutton Cellars Brown Label",Wine,8,810,Fog in the Orchard
4554,22.180125,ml,"Apricot liqueur, Luxardo",Liqueur,10,810,Fog in the Orchard
4555,14.78675,ml,Orgeat,General,0,810,Fog in the Orchard
4556,14.78675,ml,Lemon juice,General,0,810,Fog in the Orchard
4557,7.393375,ml,Allspice Dram,Liqueur,10,810,Fog in the Orchard
4558,3,sli,Apple,General,0,810,Fog in the Orchard
4559,59.147,ml,"Gin, Hendrick's",Gin,1,811,The Fool Moon
4560,22.180125,ml,Simple syrup,General,0,811,The Fool Moon
4561,14.78675,ml,Lemon juice,General,0,811,The Fool Moon
4562,1,t,Crème Yvette,Liqueur,10,811,The Fool Moon
4563,4,lf,Mint,General,0,811,The Fool Moon
4564,59.147,ml,Almond milk (Unsweetened),General,0,812,Fool's Gold
4565,14.78675,ml,Lime juice,General,0,812,Fool's Gold
4566,14.78675,ml,"Amontillado Sherry, Wisdom and Warter (or Manzanilla)",Wine,8,812,Fool's Gold
4567,9.857833333333332,ml,Orgeat,General,0,812,Fool's Gold
4568,1⁄2,t,Cynar (or Cynar 70),Liqueur,10,812,Fool's Gold
4569,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,812,Fool's Gold
4570,6,dr,"Pomegranate molasses, Alwadi (no added sugar)",General,0,812,Fool's Gold
4571,59.147,ml,"Scotch, Highland Park 12",Whisky,4,813,For All Of Us
4572,14.78675,ml,"Amer Picon, Amer Boudreau",Liqueur,10,813,For All Of Us
4573,14.78675,ml,Sweet vermouth,Wine,8,813,For All Of Us
4574,2,ds,"Bitters, Angostura",General,0,813,For All Of Us
4575,1,twst,Lemon peel,General,0,813,For All Of Us
4576,59.147,ml,"Old Tom Gin, Hayman's",Gin,1,814,A Forest
4577,7.393375,ml,Elderflower liqueur,Liqueur,10,814,A Forest
4578,7.393375,ml,Amaro dell'Erborista,Liqueur,10,814,A Forest
4579,7.393375,ml,Crème de Violette,Liqueur,10,814,A Forest
4580,7.393375,ml,Allspice Dram,Liqueur,10,814,A Forest
4581,6,dr,"Bitters, Bittercube Bolivar",General,0,814,A Forest
4582,51.753625,ml,Añejo rum,Rum,2,815,Forgotten Leap Year
4583,22.180125,ml,Swedish Punsch,Liqueur,10,815,Forgotten Leap Year
4584,14.78675,ml,Gran Classico,General,0,815,Forgotten Leap Year
4585,1,bsp,Lemon juice,General,0,815,Forgotten Leap Year
4586,1,twst,Lemon peel,Garnish,11,815,Forgotten Leap Year
4587,59.147,ml,"Gin, Plymouth",Gin,1,816,Fourth Degree
4588,29.5735,ml,"Sweet vermouth, Noilly Prat",Wine,8,816,Fourth Degree
4589,1,ds,Absinthe,Spirits,21,816,Fourth Degree
4590,1,twst,Lemon peel,Garnish,11,816,Fourth Degree
4591,59.147,ml,"Rye, Rittenhouse",Whisky,4,817,Fourteen
4592,29.5735,ml,Falernum,Liqueur,10,817,Fourteen
4593,22.180125,ml,Lemon juice,General,0,817,Fourteen
4594,2,ds,"Bitters, Angostura",General,0,817,Fourteen
4595,29.5735,ml,Club Soda,General,0,817,Fourteen
4596,1,twst,Lemon peel,Garnish,11,817,Fourteen
4597,1,,Maraschino cherry,Garnish,11,817,Fourteen
4598,44.36025,ml,"Aromatized wine, Cocchi Americano",Wine,8,818,Fragola Rock
4599,29.5735,ml,Gin,Gin,1,818,Fragola Rock
4600,22.180125,ml,Strawberry shrub,General,0,818,Fragola Rock
4601,10,dr,Salt Solution,General,0,818,Fragola Rock
4602,29.5735,ml,Soda water (to top),General,0,818,Fragola Rock
4603,1,twst,Grapefruit peel,Garnish,11,818,Fragola Rock
4604,1,,Strawberry,Garnish,11,818,Fragola Rock
4605,59.147,ml,"Gin, Plymouth",Gin,1,819,Freeside
4606,29.5735,ml,"Bianco Vermouth, Dolin",Wine,8,819,Freeside
4607,2,ds,"Caramelized Ramp Bitters, Bitters Old Men",General,0,819,Freeside
4608,1,spg,Dill (Muddle),General,0,819,Freeside
4609,2,sli,Cucumber (Muddled),General,0,819,Freeside
4610,1,twst,Lemon peel,General,0,819,Freeside
4611,1,spg,Dill,Garnish,11,819,Freeside
4612,44.36025,ml,Rye,Whisky,4,820,Frank of America
4613,22.180125,ml,Ramazzotti,Liqueur,10,820,Frank of America
4614,22.180125,ml,Byrrh,Wine,8,820,Frank of America
4615,2,ds,"Bitters, Angostura",General,0,820,Frank of America
4616,1,t,Maple syrup,General,0,820,Frank of America
4617,1,twst,Orange peel,Garnish,11,820,Frank of America
4618,44.36025,ml,Averna,Liqueur,10,821,French Cola
4619,29.5735,ml,"Pastis, Pernod",Spirits,21,821,French Cola
4620,14.78675,ml,Lemon juice,General,0,821,French Cola
4621,29.5735,ml,Soda water,General,0,821,French Cola
4622,1,twst,Lemon peel,Garnish,11,821,French Cola
4623,29.5735,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,822,French Cooler
4624,14.78675,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,822,French Cooler
4625,14.78675,ml,"Aromatized wine, Lillet Blanc",Wine,8,822,French Cooler
4626,44.36025,ml,Soda water,General,0,822,French Cooler
4627,22.180125,ml,Pineapple juice,General,0,822,French Cooler
4628,22.180125,ml,Lime juice,General,0,822,French Cooler
4629,1,t,Orgeat,General,0,822,French Cooler
4630,44.36025,ml,Armagnac,Brandy,5,823,Freshnet
4631,22.180125,ml,Cynar,Liqueur,10,823,Freshnet
4632,7.393375,ml,Fernet (Gagliardo),Spirits,21,823,Freshnet
4633,7.393375,ml,Green Crème de Menthe,Liqueur,10,823,Freshnet
4634,4,ds,"Bitters, Angostura",General,0,823,Freshnet
4635,44.36025,ml,"Pisco, Campo de Encanto",Brandy,5,824,Frézier
4636,22.180125,ml,"Bianco Vermouth, Dolin",Wine,8,824,Frézier
4637,14.78675,ml,"Elderflower liqueur, St. Germain (Strawberry infused)",Liqueur,10,824,Frézier
4638,1,ds,Rhubarb bitters,General,0,824,Frézier
4639,1,ds,Absinthe (for rinse),Spirits,21,824,Frézier
4640,22.180125,ml,Rye,Whisky,4,825,Frisco Rose
4641,22.180125,ml,Apple Brandy,Brandy,5,825,Frisco Rose
4642,14.78675,ml,Bénédictine,General,0,825,Frisco Rose
4643,14.78675,ml,Grenadine,General,0,825,Frisco Rose
4644,14.78675,ml,Lemon juice,General,0,825,Frisco Rose
4645,1,ds,Peychaud's Bitters,General,0,825,Frisco Rose
4646,1,twst,Lemon peel,Garnish,11,825,Frisco Rose
4647,44.36025,ml,"Hazelnut liqueur, Frangelico",Liqueur,10,826,Friar Tuck
4648,2,t,Brandy,Brandy,5,826,Friar Tuck
4649,29.5735,ml,Lemon juice,General,0,826,Friar Tuck
4650,1,t,Grenadine,General,0,826,Friar Tuck
4651,1,,Maraschino cherry,General,0,826,Friar Tuck
4652,44.36025,ml,Amaro Nonino,Liqueur,10,827,Friûl Libar
4653,14.78675,ml,Navy strength gin,Gin,1,827,Friûl Libar
4654,14.78675,ml,Lemon juice,General,0,827,Friûl Libar
4655,7.393375,ml,Demerara syrup,General,0,827,Friûl Libar
4656,2,ds,Peychaud's Bitters,General,0,827,Friûl Libar
4657,1,twst,Lemon peel,General,0,827,Friûl Libar
4658,88.7205,ml,Tequila,Tequila,6,828,Frozen Margarita
4659,59.147,ml,"Triple sec, Cointreau",Liqueur,10,828,Frozen Margarita
4660,29.5735,ml,Lime juice,General,0,828,Frozen Margarita
4661,118.294,ml,Ice,General,0,828,Frozen Margarita
4662,1,wdg,Lime,General,0,828,Frozen Margarita
4663,44.36025,ml,"Dominican Rum, Brugal (Anejo)",Rum,2,829,Full Circle
4664,14.78675,ml,"Bourbon, Elijah Craig",Whisky,4,829,Full Circle
4665,7.393375,ml,"Amaretto, Disaronno",Liqueur,10,829,Full Circle
4666,22.180125,ml,Grapefruit cordial,General,0,829,Full Circle
4667,1,ds,"Bitters, Angostura (optional)",General,0,829,Full Circle
4668,29.5735,ml,"Rum, Flor de Caña",Rum,2,830,Full Metal Jacket
4669,29.5735,ml,"Canadian whisky, Crown Royal",Whisky,4,830,Full Metal Jacket
4670,29.5735,ml,Averna,Liqueur,10,830,Full Metal Jacket
4671,1,twst,Grapefruit peel,Garnish,11,830,Full Metal Jacket
4672,1,twst,Lemon peel,Garnish,11,830,Full Metal Jacket
4673,29.5735,ml,Bourbon,Whisky,4,831,The FVD
4674,29.5735,ml,"Bermuda rum, Gosling's Black Seal",Rum,2,831,The FVD
4675,29.5735,ml,Sweet vermouth,Wine,8,831,The FVD
4676,14.78675,ml,"Orange liqueur, Grand Marnier",Liqueur,10,831,The FVD
4677,2,ds,"Bitters, Angostura",General,0,831,The FVD
4678,22.180125,ml,Pink guava puree,General,0,832,G'Vine Blush
4679,14.78675,ml,Syrup of roses,General,0,832,G'Vine Blush
4680,7.393375,ml,Lime juice,General,0,832,G'Vine Blush
4681,44.36025,ml,"Gin, G'Vine Floraison",Gin,1,832,G'Vine Blush
4682,7.393375,ml,Pink grapefruit juice,General,0,832,G'Vine Blush
4683,44.36025,ml,Brut Champagne,Wine,9,832,G'Vine Blush
4684,1⁄2,,Strawberry,General,0,833,Gabriella
4685,22.180125,ml,Lemon juice,General,0,833,Gabriella
4686,22.180125,ml,Simple syrup,General,0,833,Gabriella
4687,59.147,ml,Pisco,Brandy,5,833,Gabriella
4688,1⁄2,,Strawberry,Garnish,11,833,Gabriella
4689,1,pn,Salt,Garnish,11,833,Gabriella
4690,29.5735,ml,"Navy strength rum, Pusser's",Rum,2,834,Gaboon Viper
4691,29.5735,ml,"Amaro, Lazzaroni",Liqueur,10,834,Gaboon Viper
4692,14.78675,ml,Grade A dark amber maple syrup,General,0,834,Gaboon Viper
4693,14.78675,ml,Lemon juice,General,0,834,Gaboon Viper
4694,14.78675,ml,Orange juice,General,0,834,Gaboon Viper
4695,2,ds,"Orange bitters, Regans' orange bitters",General,0,834,Gaboon Viper
4696,29.5735,ml,Egg white,General,0,834,Gaboon Viper
4697,29.5735,ml,White port,Wine,8,835,Galileo
4698,29.5735,ml,Aperol,Liqueur,10,835,Galileo
4699,29.5735,ml,Lemon juice,General,0,835,Galileo
4700,22.180125,ml,Elderflower liqueur (Fiorente),Liqueur,10,835,Galileo
4701,59.147,ml,"Gin, St. George Botanivore",Gin,1,836,Gallflower
4702,22.180125,ml,"Bruto Americano, St. George",Liqueur,10,836,Gallflower
4703,3.6966875,ml,"Herbal liqueur, Jeppson's Malort",Liqueur,10,836,Gallflower
4704,3.6966875,ml,Underberg bitters,General,0,836,Gallflower
4705,22.180125,ml,"Rose liqueur, Combier",Liqueur,10,836,Gallflower
4706,59.147,ml,"Bourbon, Basil Hayden's",Whisky,4,837,Game Set Match
4707,14.78675,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,837,Game Set Match
4708,14.78675,ml,Cynar,Liqueur,10,837,Game Set Match
4709,4,ds,"Bitters, Fee Brothers Old Fashion",General,0,837,Game Set Match
4710,2,ds,"Orange bitters, Regans' orange bitters",General,0,837,Game Set Match
4711,1,wdg,Lemon,General,0,837,Game Set Match
4712,1,?,Brandied cherry,General,0,837,Game Set Match
4713,36.966875,ml,Bourbon,Whisky,4,838,Gallivanting in Golden Gai
4714,36.966875,ml,Cognac,Brandy,5,838,Gallivanting in Golden Gai
4715,7.393375,ml,Maraschino Liqueur,Liqueur,10,838,Gallivanting in Golden Gai
4716,7.393375,ml,Orgeat,General,0,838,Gallivanting in Golden Gai
4717,1,ds,"Bitters, Angostura",General,0,838,Gallivanting in Golden Gai
4718,1,ds,Orange bitters,General,0,838,Gallivanting in Golden Gai
4719,1,twst,Lemon peel,Garnish,11,838,Gallivanting in Golden Gai
4720,44.36025,ml,Campari,Liqueur,10,839,Garibaldi
4721,118.294,ml,Orange juice,General,0,839,Garibaldi
4722,29.5735,ml,"Mezcal (Joven, coffee infused)",Mezcal,20,840,Gato Negro Instantáneo
4723,14.78675,ml,Amaro Lucano,Liqueur,10,840,Gato Negro Instantáneo
4724,14.78675,ml,Chocolate liqueur (Trader Vic's),Liqueur,10,840,Gato Negro Instantáneo
4725,44.36025,ml,"Gin, Hendrick's",Gin,1,841,The Gateway
4726,22.180125,ml,Lime juice,General,0,841,The Gateway
4727,14.78675,ml,"Elderflower liqueur, St. Germain",Liqueur,10,841,The Gateway
4728,7.393375,ml,Simple syrup,General,0,841,The Gateway
4729,2,sli,Cucumber,Garnish,11,841,The Gateway
4730,1,ds,"Bitters, Dutch's Colonial",General,0,841,The Gateway
4731,59.147,ml,Champagne,Wine,8,841,The Gateway
4732,1,spg,Mint,Garnish,11,841,The Gateway
4733,1,ds,"Herbal liqueur, Green Chartreuse",Liqueur,10,841,The Gateway
4734,29.5735,ml,Gin,Gin,1,842,Gender Diverse
4735,14.78675,ml,Strega,Liqueur,10,842,Gender Diverse
4736,14.78675,ml,Contratto Aperitif,Liqueur,10,842,Gender Diverse
4737,14.78675,ml,"Dry vermouth, Jean-Baptiste la Quintinye",Wine,8,842,Gender Diverse
4738,14.78675,ml,Orange juice,General,0,842,Gender Diverse
4739,2,ds,Peychaud's Bitters,General,0,842,Gender Diverse
4740,22.180125,ml,"Oude genever, Bols",Spirits,21,843,Genever Convention
4741,22.180125,ml,Sloe gin (Hayman's),Gin,1,843,Genever Convention
4742,22.180125,ml,"Aquavit, Linie",Spirits,21,843,Genever Convention
4743,22.180125,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,843,Genever Convention
4744,1,bsp,Gomme Syrup,General,0,843,Genever Convention
4745,1,ds,"Bitters, Bar Keep Chinese Bitters",General,0,843,Genever Convention
4746,2,,Brandied cherry (on a toothpick),General,0,843,Genever Convention
4747,59.147,ml,Mezcal (Sieta Misterios),Mezcal,20,844,The Geometry of Shadows
4748,29.5735,ml,Averna,Liqueur,10,844,The Geometry of Shadows
4749,7.393375,ml,Walnut Liqueur (Eda Rhyme nocino),Liqueur,10,844,The Geometry of Shadows
4750,2,ds,Bitters (coffee and chocolate bitters by Crude),General,0,844,The Geometry of Shadows
4751,1,rinse,Curaçao,Liqueur,10,844,The Geometry of Shadows
4752,2,,Cherry,Garnish,11,844,The Geometry of Shadows
4753,29.5735,ml,"Applejack, Lairds",Brandy,5,845,George Washington
4754,29.5735,ml,"Rye, Wild Turkey 101",Whisky,4,845,George Washington
4755,22.180125,ml,"Sweet vermouth, Cocchi Vermouth di Torino",Wine,8,845,George Washington
4756,22.180125,ml,"Cherry Liqueur, Cazottes Wild Sour Cherry",Liqueur,10,845,George Washington
4757,1,rinse,"Allspice Dram, Bitter Truth",Liqueur,10,845,George Washington
4758,3,,Brandied cherry,Garnish,11,845,George Washington
4759,59.147,ml,Tequila,Tequila,6,846,Georgita
4760,29.5735,ml,"Peach liqueur, Mathilde Pêche",Liqueur,10,846,Georgita
4761,29.5735,ml,Lime juice,General,0,846,Georgita
4762,7.393375,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,846,Georgita
4763,29.5735,ml,"Virgin Islands Rum, Cruzan Blackstrap",Rum,2,847,The Getaway
4764,14.78675,ml,Cynar,Liqueur,10,847,The Getaway
4765,29.5735,ml,Lemon juice,General,0,847,The Getaway
4766,14.78675,ml,Simple syrup,General,0,847,The Getaway
4767,44.36025,ml,Bourbon,Whisky,4,848,Gibbons Boost
4768,22.180125,ml,Sweet vermouth,Wine,8,848,Gibbons Boost
4769,14.78675,ml,Cassis,General,0,848,Gibbons Boost
4770,2,ds,Peychaud's Bitters,General,0,848,Gibbons Boost
4771,59.147,ml,Tequila,Tequila,6,849,Gilded Paloma
4772,29.5735,ml,Grapefruit juice,General,0,849,Gilded Paloma
4773,29.5735,ml,Pineapple juice,General,0,849,Gilded Paloma
4774,14.78675,ml,Lime juice,General,0,849,Gilded Paloma
4775,14.78675,ml,Cinnamon Syrup,General,0,849,Gilded Paloma
4776,59.147,ml,Soda water,General,0,849,Gilded Paloma
4777,1,twst,Grapefruit peel,Garnish,11,849,Gilded Paloma
4778,29.5735,ml,"Gin, Tanqueray Rangpur",Gin,1,850,Gin-Cel-Ray
4779,29.5735,ml,"Gin, Hendrick's",Gin,1,850,Gin-Cel-Ray
4780,118.294,ml,"Soda water, Dr. Brown's Cel-Ray",General,0,850,Gin-Cel-Ray
4781,1,sli,Lime,General,0,850,Gin-Cel-Ray
4782,1,sli,Cucumber,General,0,850,Gin-Cel-Ray
4783,29.5735,ml,Gin,Gin,1,851,Gin Gin Carré!
4784,29.5735,ml,Genever,Liqueur,10,851,Gin Gin Carré!
4785,29.5735,ml,Sloe gin,Gin,1,851,Gin Gin Carré!
4786,7.393375,ml,Bénédictine,General,0,851,Gin Gin Carré!
4787,2,ds,"Bitters, Angostura",General,0,851,Gin Gin Carré!
4788,2,ds,Peychaud's Bitters,General,0,851,Gin Gin Carré!
4789,1,twst,Orange peel,Garnish,11,851,Gin Gin Carré!
4790,44.36025,ml,"Gin, Tanqueray Rangpur",Gin,1,852,Gin Hopper
4791,29.5735,ml,"Gin, Death's Door",Gin,1,852,Gin Hopper
4792,7,dr,"Door County Hop Bitters, Bittercube",General,0,852,Gin Hopper
4793,29.5735,ml,Grapefruit juice (strained),General,0,852,Gin Hopper
4794,3,twst,Tangerine peel,General,0,852,Gin Hopper
4795,44.36025,ml,Tonic water,General,0,852,Gin Hopper
4796,1,sli,Tangerine (wheel),General,0,852,Gin Hopper
4797,36.966875,ml,Gin,Gin,1,853,Ginger Lindsay
4798,22.180125,ml,Dry vermouth,Wine,8,853,Ginger Lindsay
4799,22.180125,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,853,Ginger Lindsay
4800,14.78675,ml,Lime juice,General,0,853,Ginger Lindsay
4801,22.180125,ml,Light rum,Rum,2,854,Ginger Pear Thing
4802,22.180125,ml,Dark Rum,Rum,2,854,Ginger Pear Thing
4803,14.78675,ml,Pear liqueur,Liqueur,10,854,Ginger Pear Thing
4804,14.78675,ml,"Ginger liqueur, King's Ginger",Liqueur,10,854,Ginger Pear Thing
4805,44.36025,ml,Seltzer water,General,0,854,Ginger Pear Thing
4806,59.147,ml,Bourbon,Whisky,4,855,Ginger Rabbit
4807,14.78675,ml,Simple syrup (with black tea & anise),General,0,855,Ginger Rabbit
4808,14.78675,ml,Crème Yvette,Liqueur,10,855,Ginger Rabbit
4809,1,sli,Ginger,General,0,855,Ginger Rabbit
4810,1,twst,Lemon peel,General,0,855,Ginger Rabbit
4811,1,ds,"Bitters, Angostura",General,0,855,Ginger Rabbit
4812,44.36025,ml,Blended Scotch,Whisky,4,856,Gingerbread
4813,14.78675,ml,Bianco Vermouth,Wine,8,856,Gingerbread
4814,14.78675,ml,Mandarin orange juice,General,0,856,Gingerbread
4815,7.393375,ml,Apricot liqueur,Liqueur,10,856,Gingerbread
4816,7.393375,ml,Simple syrup (gingerbread syrup),General,0,856,Gingerbread
4817,2,ds,Bolivar Bitters,General,0,856,Gingerbread
4818,1,wdg,Mandarin,Garnish,11,856,Gingerbread
4819,59.147,ml,Gin,Gin,1,857,Girly-O
4820,22.180125,ml,Dry vermouth,Wine,8,857,Girly-O
4821,7.393375,ml,"Cherry Liqueur, Cherry Heering",Liqueur,10,857,Girly-O
4822,1,ds,Orange bitters,General,0,857,Girly-O
4823,1,twst,Lemon peel,Garnish,11,857,Girly-O
4824,44.36025,ml,Braulio,Liqueur,10,858,Giuseppe's Ferrari
4825,22.180125,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,858,Giuseppe's Ferrari
4826,22.180125,ml,Gran Classico,General,0,858,Giuseppe's Ferrari
4827,2,ds,Orange bitters,General,0,858,Giuseppe's Ferrari
4828,4,twst,Lemon peel,Garnish,11,858,Giuseppe's Ferrari
4829,1,pn,Salt,Garnish,11,858,Giuseppe's Ferrari
4830,44.36025,ml,"Rye, Rittenhouse",Whisky,4,859,Gladstone
4831,1,T,"Aquavit, Aalborg (or kümmel)",Spirits,21,859,Gladstone
4832,1,t,"Maraschino Liqueur, Luxardo",Liqueur,10,859,Gladstone
4833,1,t,Gomme Syrup,General,0,859,Gladstone
4834,2,ds,Absinthe,Spirits,21,859,Gladstone
4835,1,ds,"Jamaican rum, Appleton V/X",Rum,2,859,Gladstone
4836,1,ds,"Bitters, Boker's (or Angostura)",General,0,859,Gladstone
4837,44.36025,ml,"Pisco, Capel",Brandy,5,860,Glowing Green
4838,29.5735,ml,Suze,Liqueur,10,860,Glowing Green
4839,22.180125,ml,Ancho Reyes Verde chile liqueur,Liqueur,10,860,Glowing Green
4840,22.180125,ml,Blue Curaçao,Liqueur,10,860,Glowing Green
4841,2,ds,Orange bitters,General,0,860,Glowing Green
4842,44.36025,ml,Genever,Liqueur,10,861,The Goblins Turn to Stone
4843,22.180125,ml,Cardamaro,Wine,8,861,The Goblins Turn to Stone
4844,14.78675,ml,Cynar,Liqueur,10,861,The Goblins Turn to Stone
4845,7.393375,ml,Curaçao,Liqueur,10,861,The Goblins Turn to Stone
4846,1,twst,Orange peel,General,0,861,The Goblins Turn to Stone
4847,59.147,ml,"Rhum Agricole, Neisson Élevé Sous Bois",Rum,2,862,Golden Dahlia
4848,29.5735,ml,Amaro Cora,Liqueur,10,862,Golden Dahlia
4849,3,ds,"Chocolate bitters, Bitter Truth Chocolate",General,0,862,Golden Dahlia
4850,59.147,ml,Cachaça (Branca),Rum,2,863,Golden Sour
4851,22.180125,ml,Lime juice,General,0,863,Golden Sour
4852,22.180125,ml,Simple syrup (Basil infused),General,0,863,Golden Sour
4853,1,ds,"Bitters, Angostura",General,0,863,Golden Sour
4854,44.36025,ml,"Rum, Zaya",Rum,2,864,The Golden Pearl
4855,29.5735,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,864,The Golden Pearl
4856,14.78675,ml,Lime juice,General,0,864,The Golden Pearl
4857,7.393375,ml,Honey syrup,General,0,864,The Golden Pearl
4858,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,864,The Golden Pearl
4859,44.36025,ml,Kirschwasser,Brandy,5,865,Golden Slipper
4860,22.180125,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,865,Golden Slipper
4861,1,,Egg yolk,General,0,865,Golden Slipper
4862,44.36025,ml,Bourbon,Whisky,4,866,Golden Ticket
4863,14.78675,ml,Amaro Montenegro,Liqueur,10,866,Golden Ticket
4864,14.78675,ml,Honey syrup (1:1),General,0,866,Golden Ticket
4865,14.78675,ml,Lemon juice,General,0,866,Golden Ticket
4866,1,twst,Lemon peel,Garnish,11,866,Golden Ticket
4867,44.36025,ml,Fino sherry,Wine,8,867,Gomá
4868,29.5735,ml,Shochu,General,0,867,Gomá
4869,29.5735,ml,Tequila,Tequila,6,867,Gomá
4870,22.180125,ml,Simple syrup (wakame leaves),General,0,867,Gomá
4871,1,dr,Sesame oil,General,0,867,Gomá
4872,29.5735,ml,Gin (barrel aged),Gin,1,868,The Gong of Brown Wisdom
4873,14.78675,ml,Dark Rum,Rum,2,868,The Gong of Brown Wisdom
4874,14.78675,ml,Allspice Dram,Liqueur,10,868,The Gong of Brown Wisdom
4875,14.78675,ml,"Amaro, Cappelletti Sfumato Rabarbaro",Liqueur,10,868,The Gong of Brown Wisdom
4876,22.180125,ml,Amaro Abano,Liqueur,10,868,The Gong of Brown Wisdom
4877,7.393375,ml,Bonal Gentiane Quina,Wine,8,868,The Gong of Brown Wisdom
4878,7.393375,ml,Water,General,0,868,The Gong of Brown Wisdom
4879,1,ds,Jamaican #2 bitters,General,0,868,The Gong of Brown Wisdom
4880,29.5735,ml,Cherry Bitters,General,0,868,The Gong of Brown Wisdom
4881,1,,Cherry,Garnish,11,868,The Gong of Brown Wisdom
4882,59.147,ml,Canadian whisky (Pendleton 1910),Whisky,4,869,The Good Fella
4883,14.78675,ml,Luxardo Bitter,General,0,869,The Good Fella
4884,14.78675,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,869,The Good Fella
4885,1,t,"Maraschino Liqueur, Luxardo",Liqueur,10,869,The Good Fella
4886,2,ds,Bitters (Dr. Adam Elmegirab's Boker's),General,0,869,The Good Fella
4887,3,,"Cherry, Luxardo",Garnish,11,869,The Good Fella
4888,36.966875,ml,Mezcal,Mezcal,20,870,Goodnight Vienna
4889,22.180125,ml,"Orange liqueur, Grand Marnier",Liqueur,10,870,Goodnight Vienna
4890,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,870,Goodnight Vienna
4891,7.393375,ml,Ramazzotti,Liqueur,10,870,Goodnight Vienna
4892,1,twst,Orange peel,Garnish,11,870,Goodnight Vienna
4893,44.36025,ml,"Rye, Rittenhouse 100",Whisky,4,871,Gramercy
4894,14.78675,ml,Sweet vermouth,Wine,8,871,Gramercy
4895,14.78675,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,871,Gramercy
4896,14.78675,ml,Bénédictine,General,0,871,Gramercy
4897,29.5735,ml,"Rum, Smith & Cross",Rum,2,872,Grand Funk Railroad
4898,29.5735,ml,Cognac VSOP,Brandy,5,872,Grand Funk Railroad
4899,29.5735,ml,Bonal Gentiane Quina,Wine,8,872,Grand Funk Railroad
4900,7.393375,ml,"Peach liqueur, Mathilde",Liqueur,10,872,Grand Funk Railroad
4901,6,dr,"Bitters, Bittermens Burlesque",General,0,872,Grand Funk Railroad
4902,59.147,ml,Aquavit,Spirits,21,873,Grand Marais
4903,29.5735,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,873,Grand Marais
4904,2,ds,"Celery bitters, Fee Brothers",General,0,873,Grand Marais
4905,44.36025,ml,Grapefruit Vodka,Vodka,3,874,Gran Ol' Time
4906,22.180125,ml,Gran Classico,General,0,874,Gran Ol' Time
4907,22.180125,ml,Dry vermouth,Wine,8,874,Gran Ol' Time
4908,3,ds,"Bitters, Fee Brothers Rhubarb",General,0,874,Gran Ol' Time
4909,1,twst,Lemon peel,Garnish,11,874,Gran Ol' Time
4910,44.36025,ml,"Rye, Rittenhouse 100",Whisky,4,875,The Grand Bazaar
4911,29.5735,ml,Orgeat (Pistachio),General,0,875,The Grand Bazaar
4912,22.180125,ml,Lemon juice,General,0,875,The Grand Bazaar
4913,7.393375,ml,Cynar 70,Liqueur,10,875,The Grand Bazaar
4914,2,ds,"Bitters, Scrappy's Cardamon",General,0,875,The Grand Bazaar
4915,10,dr,Pepper tincture (Pink peppercorn),General,0,875,The Grand Bazaar
