,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name
916,29.5735,ml,Amontillado Sherry,Wine,8,157,Rachel Wall
917,14.78675,ml,Campari,Liqueur,10,157,Rachel Wall
918,14.78675,ml,Strega,Liqueur,10,157,Rachel Wall
919,1,twst,Orange peel,Garnish,11,157,Rachel Wall
920,29.5735,ml,"Rye, Rittenhouse",Whisky,4,158,Ragtime
921,29.5735,ml,Ramazzotti,Liqueur,10,158,Ragtime
922,29.5735,ml,Aperol,Liqueur,10,158,Ragtime
923,2,ds,Peychaud's Bitters,General,0,158,Ragtime
924,1,dr,Absinthe,Spirits,21,158,Ragtime
925,1,twst,Orange peel,Garnish,11,158,Ragtime
926,22.180125,ml,Jägermeister,Liqueur,10,159,Ragnarök
927,22.180125,ml,"Aquavit, Aalborg",Spirits,21,159,Ragnarök
928,22.180125,ml,Aperol,Liqueur,10,159,Ragnarök
929,22.180125,ml,Lemon juice,General,0,159,Ragnarök
930,1,gal,Green tea (Mariage Freres Iskandar (violet)),General,0,160,Raspberry Punch
931,1892.704,ml,Pomegranate juice,General,0,160,Raspberry Punch
932,6,,Lemon,General,0,160,Raspberry Punch
933,1419.528,ml,Sugar (Divided),General,0,160,Raspberry Punch
934,709.764,ml,Water (Hot),General,0,160,Raspberry Punch
935,709.764,ml,Lemon juice,General,0,160,Raspberry Punch
936,709.764,ml,Raspberry syrup,General,0,160,Raspberry Punch
937,29.5735,ml,Lactart,General,0,160,Raspberry Punch
938,59.147,ml,"Canadian whisky, Crown Royal",Whisky,4,161,RCM
939,14.78675,ml,Orange juice,General,0,161,RCM
940,14.78675,ml,Lemon juice,General,0,161,RCM
941,7.393375,ml,"Bacon syrup, Torani",General,0,161,RCM
942,7.393375,ml,Maple syrup,General,0,161,RCM
943,44.36025,ml,"Light rum, Plantation 3 Star",Rum,2,162,Reality Bomb
944,14.78675,ml,Campari,Liqueur,10,162,Reality Bomb
945,22.180125,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,162,Reality Bomb
946,29.5735,ml,Lime juice,General,0,162,Reality Bomb
947,7.393375,ml,Grenadine,General,0,162,Reality Bomb
948,2,ds,Grapefruit bitters,General,0,162,Reality Bomb
949,44.36025,ml,Amaro Nonino,Liqueur,10,163,The Reanimator
950,44.36025,ml,Rye,Whisky,4,163,The Reanimator
951,1,twst,Lemon peel,General,0,163,The Reanimator
952,22.180125,ml,"Rye, Wild Turkey",Whisky,4,164,Red Eyen
953,22.180125,ml,Aperol,Liqueur,10,164,Red Eyen
954,2,bsp,Simple syrup,General,0,164,Red Eyen
955,1,bsp,"Herbal liqueur, Green Chartreuse",Liqueur,10,164,Red Eyen
956,1,ds,Peychaud's Bitters,General,0,164,Red Eyen
957,14.78675,ml,Absinthe (Atelier Vie Toulouse Red),Spirits,21,165,The Red Corvette
958,44.36025,ml,"Rye, Bulleit",Whisky,4,165,The Red Corvette
959,14.78675,ml,Triple sec,Liqueur,10,165,The Red Corvette
960,2,dr,Celery bitters,General,0,165,The Red Corvette
961,22.180125,ml,"Genever, Bols",Liqueur,10,166,Red Letters
962,22.180125,ml,"Maraschino Liqueur, Luxardo",Liqueur,10,166,Red Letters
963,22.180125,ml,"Absinthe Rouge, Amerique 1912",Spirits,21,166,Red Letters
964,22.180125,ml,Lime juice,General,0,166,Red Letters
965,29.5735,ml,Peychaud's Bitters,General,0,167,The Red Masque
966,14.78675,ml,Lime juice,General,0,167,The Red Masque
967,14.78675,ml,Orgeat,General,0,167,The Red Masque
968,44.36025,ml,Navy strength rum,Rum,2,168,Redrum
969,14.78675,ml,Campari,Liqueur,10,168,Redrum
970,14.78675,ml,"Cherry Liqueur, Combier Rouge",Liqueur,10,168,Redrum
971,7.393375,ml,"Orange liqueur, Pierre Ferrand Dry Curaçao",Liqueur,10,168,Redrum
972,1⁄4,t,Lime zest (for stirring only),General,0,168,Redrum
973,59.147,ml,"Rye, Bulleit",Whisky,4,169,Refresh The Night
974,29.5735,ml,Blackberry liqueur,Liqueur,10,169,Refresh The Night
975,29.5735,ml,Orange juice,General,0,169,Refresh The Night
976,5,dr,Orange bitters (CocktailPunk's Smoked Orange Bitters),General,0,169,Refresh The Night
977,29.5735,ml,Soda water,General,0,169,Refresh The Night
978,29.5735,ml,Mezcal,Mezcal,20,170,The Reluctant Saint
979,29.5735,ml,Byrrh,Wine,8,170,The Reluctant Saint
980,22.180125,ml,Campari,Liqueur,10,170,The Reluctant Saint
981,7.393375,ml,Crème de Cacao,Liqueur,10,170,The Reluctant Saint
982,1,ds,Absinthe,Spirits,21,170,The Reluctant Saint
983,1,twst,Orange peel,Garnish,11,170,The Reluctant Saint
984,29.5735,ml,"Jamaican rum, Smith & Cross",Rum,2,171,Reggae Ruby
985,29.5735,ml,Campari,Liqueur,10,171,Reggae Ruby
986,22.180125,ml,Lime juice,General,0,171,Reggae Ruby
987,14.78675,ml,Simple syrup,General,0,171,Reggae Ruby
988,5,,Cherry (Bing or Rainier),General,0,171,Reggae Ruby
989,59.147,ml,"Root liqueur, Art in the Age",Liqueur,10,172,The Reiley Ridge
990,29.5735,ml,"Elderflower liqueur, St. Germain",Liqueur,10,172,The Reiley Ridge
991,29.5735,ml,Lime juice,General,0,172,The Reiley Ridge
992,14.78675,ml,Lemon juice,General,0,172,The Reiley Ridge
993,7,dr,"Bitters, Brooklyn Hemispherical Bitters Rhubarb",General,0,172,The Reiley Ridge
994,1,spl,Club Soda,General,0,172,The Reiley Ridge
995,1,wdg,Lemon,General,0,172,The Reiley Ridge
996,44.36025,ml,"Islay Scotch, Bowmore (Legend)",Whisky,4,173,Requiem for an Old Friend
997,14.78675,ml,Zirbenz Stone Pine Liqueur,Liqueur,10,173,Requiem for an Old Friend
998,14.78675,ml,"Dry vermouth, Dolin",Wine,8,173,Requiem for an Old Friend
999,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,173,Requiem for an Old Friend
1000,1,ds,"Bitters, Boker's",General,0,173,Requiem for an Old Friend
1001,44.36025,ml,"Cognac, Pierre Ferrand",Brandy,5,174,Respect Your Elders
1002,29.5735,ml,"Elderflower liqueur, St. Germain",Liqueur,10,174,Respect Your Elders
1003,14.78675,ml,Lemon juice,General,0,174,Respect Your Elders
1004,1,t,Elderberry jelly (with 1 tsp water),General,0,174,Respect Your Elders
1005,8,dr,"Cherry Bark Vanilla Bitters, Bittercube",General,0,174,Respect Your Elders
1006,44.36025,ml,Reposado Tequila,Tequila,6,175,Resting Point
1007,14.78675,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,175,Resting Point
1008,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,175,Resting Point
1009,14.78675,ml,Lemon juice,General,0,175,Resting Point
1010,14.78675,ml,Agave Syrup,General,0,175,Resting Point
1011,2,?,Strawberry,Garnish,11,175,Resting Point
1012,44.36025,ml,Gin,Gin,1,176,Revenge of the Lawn
1013,14.78675,ml,Green Tea Syrup,General,0,176,Revenge of the Lawn
1014,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,176,Revenge of the Lawn
1015,14.78675,ml,Lemon juice,General,0,176,Revenge of the Lawn
1016,1,ds,"Bitters, Angostura",General,0,176,Revenge of the Lawn
1017,1,twst,Lime peel,Garnish,11,176,Revenge of the Lawn
1018,44.36025,ml,Rye (preferably overproof),Whisky,4,177,Rhubarb and Rye
1019,29.5735,ml,Aperol,Liqueur,10,177,Rhubarb and Rye
1020,14.78675,ml,"Rhubarb bitters, Fee Brothers Rhubarb",General,0,177,Rhubarb and Rye
1021,14.78675,ml,Lemon juice,General,0,177,Rhubarb and Rye
1022,1,,Lemon zest,Garnish,11,177,Rhubarb and Rye
1023,59.147,ml,"Bourbon, Four Roses",Whisky,4,178,Rhubarb and Roses
1024,29.5735,ml,Amaro Montenegro,Liqueur,10,178,Rhubarb and Roses
1025,29.5735,ml,Rhubarb syrup,General,0,178,Rhubarb and Roses
1026,2,ds,Rhubarb bitters,General,0,178,Rhubarb and Roses
1027,4,sli,Rhubarb,General,0,178,Rhubarb and Roses
1028,44.36025,ml,Rhubarb liqueur,Liqueur,10,179,Rhuby Franc
1029,44.36025,ml,"Aromatized wine, Lillet Blanc",Wine,8,179,Rhuby Franc
1030,1,twst,Lemon peel,General,0,179,Rhuby Franc
1031,73.93375,ml,"Kinnickinnic Whiskey, Great Lakes Distillery",Whisky,4,180,Rhuld-Fashioned
1032,14.78675,ml,"Rhubarb bitters, Fee Brothers",General,0,180,Rhuld-Fashioned
1033,7.393375,ml,"Maraschino Liqueur, Luxardo",Liqueur,10,180,Rhuld-Fashioned
1034,1,wdg,Orange,General,0,180,Rhuld-Fashioned
1035,1,cube,Sugar cube,General,0,180,Rhuld-Fashioned
1036,5.9147,ml,Lime juice,General,0,180,Rhuld-Fashioned
1037,11.8294,ml,Lemon juice,General,0,180,Rhuld-Fashioned
1038,11.8294,ml,Simple syrup,General,0,180,Rhuld-Fashioned
1039,1,spl,Club Soda,General,0,180,Rhuld-Fashioned
1040,44.36025,ml,"Light rum, Plantation 3 Star",Rum,2,181,Rhymer Reason
1041,29.5735,ml,"Raspberry Limoncello, CelloVia",Liqueur,10,181,Rhymer Reason
1042,7.393375,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,181,Rhymer Reason
1043,22.180125,ml,Lemon juice,General,0,181,Rhymer Reason
1044,2,dr,"Lemon Tree Bitters, Bittercube",General,0,181,Rhymer Reason
1045,29.5735,ml,Cava,Wine,8,181,Rhymer Reason
1046,6,?,Raspberry,General,0,181,Rhymer Reason
1047,44.36025,ml,"Gin, Beefeater 24",Gin,1,182,Ricetta Rosa
1048,22.180125,ml,"Aromatized wine, Cocchi Americano Rosa",Wine,8,182,Ricetta Rosa
1049,7.393375,ml,"Maraschino Liqueur, Maraska",Liqueur,10,182,Ricetta Rosa
1050,1,ds,"Orange bitters, Regans' orange bitters",General,0,182,Ricetta Rosa
1051,59.147,ml,Jamaican rum (Aged or dark),Rum,2,183,Right Handed Planter
1052,22.180125,ml,Sweet vermouth,Wine,8,183,Right Handed Planter
1053,22.180125,ml,Campari,Liqueur,10,183,Right Handed Planter
1054,44.36025,ml,"Tea (Black tea, strong steep, cooled)",General,0,183,Right Handed Planter
1055,29.5735,ml,Lime juice,General,0,183,Right Handed Planter
1056,14.78675,ml,Sugar,General,0,183,Right Handed Planter
1057,3,ds,"Bitters, Bittermens Xocolatl Mole",General,0,183,Right Handed Planter
1058,1,pn,Nutmeg,Garnish,11,183,Right Handed Planter
1059,1,spg,Mint,Garnish,11,183,Right Handed Planter
1060,59.147,ml,"Gin (with Campari & Marschino, infused with pineapple)",Liqueur,10,184,The Riviera
1061,22.180125,ml,Lemon juice,General,0,184,The Riviera
1062,22.180125,ml,Simple syrup,General,0,184,The Riviera
1063,1,,Egg white,General,0,184,The Riviera
1064,1,lf,Mint,Garnish,11,184,The Riviera
1065,1,ds,Orange bitters,Garnish,11,184,The Riviera
1066,59.147,ml,"Dark rum, Gosling's Black Seal",Rum,2,185,Roberta Black
1067,22.180125,ml,"Coffee liqueur, Kahlua",Liqueur,10,185,Roberta Black
1068,7.393375,ml,Crème de mure,Liqueur,10,185,Roberta Black
1069,7.393375,ml,Fernet Branca,Spirits,21,185,Roberta Black
1070,2,ds,"Peach bitters, Fee Brothers Peach",General,0,185,Roberta Black
1071,29.5735,ml,Bourbon,Whisky,4,186,Roca Alexander
1072,14.78675,ml,Crème de Cacao,Liqueur,10,186,Roca Alexander
1073,7.393375,ml,Crème de Noyaux,Liqueur,10,186,Roca Alexander
1074,7.393375,ml,Vanilla liqueur,Liqueur,10,186,Roca Alexander
1075,29.5735,ml,Heavy Cream,General,0,186,Roca Alexander
1076,3,pn,Salt (Heavy pinches),General,0,186,Roca Alexander
1077,29.5735,ml,Scotch,Whisky,4,187,Romancing the Stone
1078,22.180125,ml,Cardamaro,Wine,8,187,Romancing the Stone
1079,22.180125,ml,"Amaro, Cappelletti Sfumato Rabarbaro (Sfumato or Zucca)",Liqueur,10,187,Romancing the Stone
1080,14.78675,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,187,Romancing the Stone
1081,2,ds,Orange bitters,General,0,187,Romancing the Stone
1082,1,twst,Grapefruit peel,Garnish,11,187,Romancing the Stone
1083,22.180125,ml,Root liqueur,Liqueur,10,188,Root Beer Barrel
1084,22.180125,ml,Jägermeister,Liqueur,10,188,Root Beer Barrel
1085,22.180125,ml,Triple sec,Liqueur,10,188,Root Beer Barrel
1086,22.180125,ml,Lemon juice,General,0,188,Root Beer Barrel
1087,2,bsp,Vanilla liqueur,Liqueur,10,188,Root Beer Barrel
1088,29.5735,ml,"Bourbon, Basil Hayden's",Whisky,4,189,Rosemary's Bambino
1089,29.5735,ml,Campari,Liqueur,10,189,Rosemary's Bambino
1090,29.5735,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,189,Rosemary's Bambino
1091,29.5735,ml,Grapefruit juice,General,0,189,Rosemary's Bambino
1092,1,spg,Rosemary (for service),General,0,189,Rosemary's Bambino
1093,59.147,ml,Slivovitz,Brandy,5,190,Rosy Papa
1094,14.78675,ml,Lemon juice,General,0,190,Rosy Papa
1095,14.78675,ml,Rose liqueur,Liqueur,10,190,Rosy Papa
1096,7.393375,ml,Campari,Liqueur,10,190,Rosy Papa
1097,1,twst,Lemon peel,Garnish,11,190,Rosy Papa
1098,51.753625,ml,Añejo rum (Barbancourt 8 Year),Rum,2,191,Rougarou Daiquiri
1099,22.180125,ml,Cynar,Liqueur,10,191,Rougarou Daiquiri
1100,14.78675,ml,Lime juice,General,0,191,Rougarou Daiquiri
1101,3.6966875,ml,Allspice Dram,Liqueur,10,191,Rougarou Daiquiri
1102,29.5735,ml,"Rye, Rittenhouse",Whisky,4,192,Roycroft Cocktail
1103,14.78675,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,192,Roycroft Cocktail
1104,14.78675,ml,Bénédictine,General,0,192,Roycroft Cocktail
1105,14.78675,ml,"Cherry Liqueur, Cherry Heering",Liqueur,10,192,Roycroft Cocktail
1106,29.5735,ml,Lemon juice,General,0,192,Roycroft Cocktail
1107,1,sli,Ginger,General,0,192,Roycroft Cocktail
1108,29.5735,ml,Blended Scotch,Whisky,4,193,Roysty Nail
1109,29.5735,ml,Islay Scotch,Whisky,4,193,Roysty Nail
1110,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,193,Roysty Nail
1111,14.78675,ml,Drambuie,Liqueur,10,193,Roysty Nail
1112,2,ds,"Bitters, Angostura",General,0,193,Roysty Nail
1113,1,twst,Lemon peel,Garnish,11,193,Roysty Nail
1114,1,,Brandied cherry,Garnish,11,193,Roysty Nail
1115,44.36025,ml,"Gold rum, Appleton Special",Rum,2,194,Rum Decker
1116,7.393375,ml,"Virgin Islands Rum, Cruzan Blackstrap",Rum,2,194,Rum Decker
1117,29.5735,ml,"Falernum, Velvet Falernum",Liqueur,10,194,Rum Decker
1118,22.180125,ml,Lime juice,General,0,194,Rum Decker
1119,29.5735,ml,"Jamaican rum, Appleton (Signature Estate Rum)",Rum,2,195,Rum Balans
1120,22.180125,ml,Maraschino Liqueur,Liqueur,10,195,Rum Balans
1121,14.78675,ml,Allspice Dram,Liqueur,10,195,Rum Balans
1122,7.393375,ml,Coconut Rum (Kaola rum),Rum,2,195,Rum Balans
1123,1,twst,Orange peel,General,0,195,Rum Balans
1124,1,pn,Nutmeg (freshly ground),General,0,195,Rum Balans
1125,19.715666666666664,ml,"Ginger Wine, Stone's",Wine,8,196,"Run, Run, As Fast As You Can"
1126,29.5735,ml,Averna,Liqueur,10,196,"Run, Run, As Fast As You Can"
1127,14.78675,ml,"Rum, Smith & Cross",Rum,2,196,"Run, Run, As Fast As You Can"
1128,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,196,"Run, Run, As Fast As You Can"
1129,1,twst,Lemon zest,General,0,196,"Run, Run, As Fast As You Can"
1130,2,t,Mezcal (Float),Mezcal,20,196,"Run, Run, As Fast As You Can"
1131,29.5735,ml,Apple Brandy,Brandy,5,197,Runaway Horses
1132,29.5735,ml,Cardamaro,Wine,8,197,Runaway Horses
1133,29.5735,ml,"Amaro, Cappelletti Sfumato Rabarbaro (Sfumato or Zucca)",Liqueur,10,197,Runaway Horses
1134,1,twst,Grapefruit peel,Garnish,11,197,Runaway Horses
1135,73.93375,ml,"Bourbon, Knob Creek",Whisky,4,198,Rusted Julep
1136,7.393375,ml,Simple syrup,General,0,198,Rusted Julep
1137,5,lf,Mint,Garnish,11,198,Rusted Julep
1138,3,,Grapes,Garnish,11,198,Rusted Julep
1139,1,twst,Lemon peel,General,0,198,Rusted Julep
1140,59.147,ml,"Navy strength rum, Smith & Cross",Rum,2,199,Rusty Cross
1141,14.78675,ml,Drambuie (fat 1/2 oz),Liqueur,10,199,Rusty Cross
1142,1,twst,Lemon peel,General,0,199,Rusty Cross
1143,59.147,ml,"Rye, Bulleit",Whisky,4,200,Rusty James
1144,7.393375,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,200,Rusty James
1145,7.393375,ml,Honey syrup (1:1),General,0,200,Rusty James
1146,2,ds,Peychaud's Bitters,General,0,200,Rusty James
1147,1,twst,Lemon peel,General,0,200,Rusty James
1148,29.5735,ml,"Rye, Rittenhouse 100",Whisky,4,201,Sabotta Dusk
1149,29.5735,ml,Cognac VSOP,Brandy,5,201,Sabotta Dusk
1150,29.5735,ml,Sweet vermouth,Wine,8,201,Sabotta Dusk
1151,14.78675,ml,Averna,Liqueur,10,201,Sabotta Dusk
1152,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,201,Sabotta Dusk
1153,44.36025,ml,"Rum, Pusser's",Rum,2,202,Sabre
1154,11.0900625,ml,"Rum, Smith & Cross",Rum,2,202,Sabre
1155,11.0900625,ml,Allspice Dram,Liqueur,10,202,Sabre
1156,22.180125,ml,Lime cordial,Spirits,21,202,Sabre
1157,1,spg,Mint,Garnish,11,202,Sabre
1158,59.147,ml,Batavia Arrack,Rum,2,203,Sacred Monkey Forest
1159,7.393375,ml,Fernet Branca,Spirits,21,203,Sacred Monkey Forest
1160,7.393375,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,203,Sacred Monkey Forest
1161,7.393375,ml,Crème de Banane,Liqueur,10,203,Sacred Monkey Forest
1162,7.393375,ml,Demerara syrup,General,0,203,Sacred Monkey Forest
1163,2,ds,Chocolate bitters,General,0,203,Sacred Monkey Forest
1164,1,rinse,Scotch (Laphroaig 10 Year),Whisky,4,203,Sacred Monkey Forest
1165,49.28916666666666,ml,"Gin, Gabriel Boudier Saffron",Gin,1,204,Saffron and Bitter Orange Martini
1166,2 1⁄2,t,"Bianco Vermouth, Dolin",Wine,8,204,Saffron and Bitter Orange Martini
1167,2 1⁄2,t,"Orange Curaçao, Marie Brizard",Liqueur,10,204,Saffron and Bitter Orange Martini
1168,1,ds,"Orange bitters, Bitter Truth Orange",General,0,204,Saffron and Bitter Orange Martini
1169,44.36025,ml,Gin,Gin,1,205,Saffron Finch
1170,22.180125,ml,Blended Scotch,Whisky,4,205,Saffron Finch
1171,14.78675,ml,Strega,Liqueur,10,205,Saffron Finch
1172,14.78675,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,205,Saffron Finch
1173,1,twst,Lemon peel,Garnish,11,205,Saffron Finch
1174,1,,Strawberry,General,0,206,Le Saint Esprit (The Holy Spirit)
1175,29.5735,ml,"Rum, Mount Gay (Eclipse)",Rum,2,206,Le Saint Esprit (The Holy Spirit)
1176,29.5735,ml,"Reposado Tequila, Espolon Reposado",Tequila,6,206,Le Saint Esprit (The Holy Spirit)
1177,22.180125,ml,Bénédictine,General,0,206,Le Saint Esprit (The Holy Spirit)
1178,22.180125,ml,Lemon juice,General,0,206,Le Saint Esprit (The Holy Spirit)
1179,2,bsp,Honey syrup (2:1),General,0,206,Le Saint Esprit (The Holy Spirit)
1180,1,ds,"Bitters, Angostura",General,0,206,Le Saint Esprit (The Holy Spirit)
1181,44.36025,ml,Cognac,Brandy,5,207,Saidoka
1182,14.78675,ml,Orgeat,General,0,207,Saidoka
1183,14.78675,ml,Curaçao,Liqueur,10,207,Saidoka
1184,22.180125,ml,Lemon juice,General,0,207,Saidoka
1185,2,ds,"Bitters, Angostura",General,0,207,Saidoka
1186,1,twst,Lemon peel,Garnish,11,207,Saidoka
1187,1,part,Sugar (For rimming the glass),General,0,207,Saidoka
1188,44.36025,ml,Light rum,Rum,2,208,Saint Valentine
1189,14.78675,ml,Ruby Port,Wine,8,208,Saint Valentine
1190,14.78675,ml,"Orange liqueur, Grand Marnier",Liqueur,10,208,Saint Valentine
1191,14.78675,ml,Lime juice,General,0,208,Saint Valentine
1192,44.36025,ml,"Rum, El Dorado 12",Rum,2,209,Salers Delight
1193,14.78675,ml,"Aromatized wine, Cocchi Americano",Wine,8,209,Salers Delight
1194,14.78675,ml,Salers Gentiane,Liqueur,10,209,Salers Delight
1195,7.393375,ml,Aperol,Liqueur,10,209,Salers Delight
1196,1,t,Crème Yvette,Liqueur,10,209,Salers Delight
1197,59.147,ml,Cognac VSOP,Brandy,5,210,Sale of Indulgences
1198,29.5735,ml,Fernet Branca,Spirits,21,210,Sale of Indulgences
1199,22.180125,ml,"Chocolate liqueur, Godiva liqueur",Liqueur,10,210,Sale of Indulgences
1200,7.393375,ml,"Maraschino Liqueur, Luxardo",Liqueur,10,210,Sale of Indulgences
1201,1,ds,"Aztec Chocolate bitters, Fee Brothers",General,0,210,Sale of Indulgences
1202,22.180125,ml,"Jamaican rum, Smith & Cross",Rum,2,211,Salvatore Daiquiri
1203,22.180125,ml,"Light rum, Plantation 3 Star",Rum,2,211,Salvatore Daiquiri
1204,14.78675,ml,"Cherry Liqueur, Cherry Heering",Liqueur,10,211,Salvatore Daiquiri
1205,7.393375,ml,Averna,Liqueur,10,211,Salvatore Daiquiri
1206,14.78675,ml,Lime juice,General,0,211,Salvatore Daiquiri
1207,4,dr,"Jamaican #1 bitters, Bittercube",General,0,211,Salvatore Daiquiri
1208,1,twst,Lime peel,General,0,211,Salvatore Daiquiri
1209,44.36025,ml,"Bourbon, Bulleit (10 year)",Whisky,4,212,SAMCRO
1210,14.78675,ml,"Cinnamon Schnapps liqueur, Goldschlager",Liqueur,10,212,SAMCRO
1211,7.393375,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,212,SAMCRO
1212,7.393375,ml,"Aromatized wine, Cocchi Vermouth di Torino",Wine,8,212,SAMCRO
1213,3,ds,Peychaud's Bitters,General,0,212,SAMCRO
1214,1,,Maraschino cherry (muddled),General,0,212,SAMCRO
1215,1,spl,Club Soda,General,0,212,SAMCRO
1216,59.147,ml,"Bourbon, Buffalo Trace",Whisky,4,213,Santa's Little Helper
1217,22.180125,ml,Averna,Liqueur,10,213,Santa's Little Helper
1218,14.78675,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,213,Santa's Little Helper
1219,14.78675,ml,Nutmeg Simple Syrup,General,0,213,Santa's Little Helper
1220,7.393375,ml,Heavy Cream,General,0,213,Santa's Little Helper
1221,1,ds,"Bitters, Angostura",General,0,213,Santa's Little Helper
1222,29.5735,ml,"Light rum, Bacardi",Rum,2,214,SATAMA PUNCH
1223,19.715666666666664,ml,Dark Rum,Rum,2,214,SATAMA PUNCH
1224,19.715666666666664,ml,Apricot liqueur,Liqueur,10,214,SATAMA PUNCH
1225,19.715666666666664,ml,Lemon juice,General,0,214,SATAMA PUNCH
1226,19.715666666666664,ml,"Passion fruit syrup, Monin",General,0,214,SATAMA PUNCH
1227,40.6635625,ml,"Kombucha (Cranberry, as top)",General,0,214,SATAMA PUNCH
1228,1,ds,"Absinthe, Absente",Spirits,21,214,SATAMA PUNCH
1229,59.147,ml,Light rum,Rum,2,215,Savage Swizzle
1230,29.5735,ml,Coconut Rum,Rum,2,215,Savage Swizzle
1231,44.36025,ml,Lime juice,General,0,215,Savage Swizzle
1232,29.5735,ml,Orange juice,General,0,215,Savage Swizzle
1233,29.5735,ml,Raspberry syrup,General,0,215,Savage Swizzle
1234,2,ds,Cherry Bitters,General,0,215,Savage Swizzle
1235,5,ds,"Bitters, Angostura",Garnish,11,215,Savage Swizzle
1236,22.180125,ml,Rhum Agricole,Rum,2,216,La Savane
1237,22.180125,ml,Mezcal,Mezcal,20,216,La Savane
1238,29.5735,ml,"Aromatized wine, Cocchi Americano (Or Lillet Blanc)",Wine,8,216,La Savane
1239,14.78675,ml,Swedish Punsch,Liqueur,10,216,La Savane
1240,2,ds,Orange bitters,General,0,216,La Savane
1241,1,twst,Orange peel,Garnish,11,216,La Savane
1242,29.5735,ml,"Gin, Small's",Gin,1,217,Saveur Kiss
1243,29.5735,ml,Bing cherry syrup (*),General,0,217,Saveur Kiss
1244,14.78675,ml,Egg white,General,0,217,Saveur Kiss
1245,7.393375,ml,Lemon juice,General,0,217,Saveur Kiss
1246,2,bsp,"Herbal liqueur, Pernod",Liqueur,10,217,Saveur Kiss
1247,1,bsp,"Ginger liqueur, Domaine de Canton",Liqueur,10,217,Saveur Kiss
1248,2,,Bing Cherry,General,0,217,Saveur Kiss
1249,1,pn,Smoked Salt (Yakima Applewood),General,0,217,Saveur Kiss
1250,29.5735,ml,Rhum Agricole,Rum,2,218,Schrage Muzik
1251,14.78675,ml,Mezcal,Mezcal,20,218,Schrage Muzik
1252,14.78675,ml,Swedish Punsch,Liqueur,10,218,Schrage Muzik
1253,14.78675,ml,Bénédictine,General,0,218,Schrage Muzik
1254,14.78675,ml,Campari,Liqueur,10,218,Schrage Muzik
1255,1,ds,"Bitters, Angostura",General,0,218,Schrage Muzik
1256,1,twst,Orange peel,Garnish,11,218,Schrage Muzik
1257,59.147,ml,"Light rum, Cruzan Aged Light",Rum,2,219,Scorpion
1258,29.5735,ml,Brandy,Brandy,5,219,Scorpion
1259,14.78675,ml,Overproof rum (Optional),Rum,2,219,Scorpion
1260,59.147,ml,Orange juice,General,0,219,Scorpion
1261,14.78675,ml,Orgeat,General,0,219,Scorpion
1262,44.36025,ml,Lemon juice,General,0,219,Scorpion
1263,1,wdg,Orange,General,0,219,Scorpion
1264,44.36025,ml,"Speyside Scotch, Glenfiddich 18",Whisky,4,220,Scotch Flirting
1265,14.78675,ml,Raspberry liqueur,Liqueur,10,220,Scotch Flirting
1266,2,t,Maple syrup,General,0,220,Scotch Flirting
1267,59.147,ml,"Japanese Whisky, Suntory Toki blended",Whisky,4,221,Scotch Violet
1268,22.180125,ml,Lemon juice,General,0,221,Scotch Violet
1269,22.180125,ml,Crème Yvette,Liqueur,10,221,Scotch Violet
1270,7.393375,ml,Honey syrup,General,0,221,Scotch Violet
1271,1,twst,Lemon peel,Garnish,11,221,Scotch Violet
1272,59.147,ml,"Blended Scotch, Famous Grouse",Whisky,4,222,A Scotsman In Paradise
1273,22.180125,ml,"Crème de Banane, Giffard",Liqueur,10,222,A Scotsman In Paradise
1274,1,t,"Allspice Dram, St. Elizabeth",Liqueur,10,222,A Scotsman In Paradise
1275,22.180125,ml,Lime juice,General,0,222,A Scotsman In Paradise
1276,22.180125,ml,Pineapple juice,General,0,222,A Scotsman In Paradise
1277,1,T,"Coconut Cream, Coco López",General,0,222,A Scotsman In Paradise
1278,29.5735,ml,"Gin, Citadelle (fresno chili infused)",Gin,1,223,Selinon Soother (OG Version)
1279,22.180125,ml,"Bianco Vermouth, Dolin",Wine,8,223,Selinon Soother (OG Version)
1280,22.180125,ml,Lemon juice,General,0,223,Selinon Soother (OG Version)
1281,14.78675,ml,Celery syrup,General,0,223,Selinon Soother (OG Version)
1282,7.393375,ml,Simple syrup,General,0,223,Selinon Soother (OG Version)
