,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,url
633,5,ml,"sugar syrup, Demerara/Muscovado/Brown sugar (1:1)",General,0,3103,Kill-Devil,https://www.diffordsguide.com/cocktails/recipe/15608/kill-devil
634,2,dash,Angostura Aromatic Bitters,General,0,3103,Kill-Devil,https://www.diffordsguide.com/cocktails/recipe/15608/kill-devil
635,,,white overproof Jamaican rum,Garnish,11,3103,Kill-Devil,https://www.diffordsguide.com/cocktails/recipe/15608/kill-devil
636,,,lime peel,Garnish,11,3103,Kill-Devil,https://www.diffordsguide.com/cocktails/recipe/15608/kill-devil
637,12,,Mint leaves,General,0,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
638,60,ml,Ketel One Citroen Vodka,Vodka,3,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
639,25,ml,Lemon juice,General,0,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
640,15,ml,Sugar syrup (rich),General,0,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
641,20,ml,Thomas Henry Soda Water,General,0,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
642,,,mint leaf,Garnish,11,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
643,,,honey,Garnish,11,3104,West Side,https://www.diffordsguide.com/cocktails/recipe/15494/west-side
644,45,ml,Dubonnet/French rouge aromatised wine,Wine,8,3105,Rosina,https://www.diffordsguide.com/cocktails/recipe/15493/rosina
645,30,ml,Rutte Dry Gin,Gin,1,3105,Rosina,https://www.diffordsguide.com/cocktails/recipe/15493/rosina
646,15,ml,Del Maguey Vida Clásico mezcal,Mezcal,20,3105,Rosina,https://www.diffordsguide.com/cocktails/recipe/15493/rosina
647,1,dash,Plum bitters,General,0,3105,Rosina,https://www.diffordsguide.com/cocktails/recipe/15493/rosina
648,45,ml,Rutte Dry Gin,Gin,1,3106,Charlie Lindbergh,https://www.diffordsguide.com/cocktails/recipe/13311/charlie-lindbergh
649,12.5,ml,Kina aromatised wine,Wine,8,3106,Charlie Lindbergh,https://www.diffordsguide.com/cocktails/recipe/13311/charlie-lindbergh
650,10,ml,Lillet Blanc,Wine,8,3106,Charlie Lindbergh,https://www.diffordsguide.com/cocktails/recipe/13311/charlie-lindbergh
651,10,ml,De Kuyper Apricot Brandy liqueur,Liqueur,10,3106,Charlie Lindbergh,https://www.diffordsguide.com/cocktails/recipe/13311/charlie-lindbergh
652,10,ml,Orange juice (freshly squeezed),General,0,3106,Charlie Lindbergh,https://www.diffordsguide.com/cocktails/recipe/13311/charlie-lindbergh
653,,,Lemon zest twist,Garnish,11,3106,Charlie Lindbergh,https://www.diffordsguide.com/cocktails/recipe/13311/charlie-lindbergh
654,1,,Passion fruit,General,0,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
655,20,ml,Yellow Chartreuse liqueur,Liqueur,10,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
656,20,ml,Bittersweet orange-red aperitivo,Liqueur,10,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
657,20,ml,Apple Juice,General,0,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
658,10,ml,Del Maguey Vida Clásico mezcal,Mezcal,20,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
659,10,ml,Vanilla flavoured vodka,Vodka,3,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
660,10,ml,Sugar syrup (rich),General,0,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
661,,,half passion fruit,Garnish,11,3107,Naked & Infamous,https://www.diffordsguide.com/cocktails/recipe/15517/naked-and-infamous
662,60,ml,Straight rye whiskey,Whisky,4,3108,Habitant,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
663,22.5,ml,Lemon juice,General,0,3108,Habitant,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
664,15,ml,Maple syrup,General,0,3108,Habitant,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
665,4,drop,Bob's Abbotts bitters,General,0,3108,Habitant,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
666,10,ml,Water (chilled),General,0,3108,Habitant,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
667,,,Lemon zest twist,Garnish,11,3108,Habitant,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
668,1,,Passion fruit,General,0,3109,Gargoyle No. 2,https://www.diffordsguide.com/cocktails/recipe/15056/gargoyle-no-2
669,30,ml,Rutte Dry Gin,Gin,1,3109,Gargoyle No. 2,https://www.diffordsguide.com/cocktails/recipe/15056/gargoyle-no-2
670,30,ml,Ketel One Vodka,Vodka,3,3109,Gargoyle No. 2,https://www.diffordsguide.com/cocktails/recipe/15056/gargoyle-no-2
671,7.5,ml,Sugar syrup (rich),General,0,3109,Gargoyle No. 2,https://www.diffordsguide.com/cocktails/recipe/15056/gargoyle-no-2
672,,,Lemon zest twist,Garnish,11,3109,Gargoyle No. 2,https://www.diffordsguide.com/cocktails/recipe/15056/gargoyle-no-2
673,,,passion fruit,Garnish,11,3109,Gargoyle No. 2,https://www.diffordsguide.com/cocktails/recipe/15056/gargoyle-no-2
674,50,ml,Blended Scotch whisky,Whisky,4,3110,Arnaud's Special,https://www.diffordsguide.com/cocktails/recipe/15515/arnauds-special
675,25,ml,Dubonnet/French rouge aromatised wine,Wine,8,3110,Arnaud's Special,https://www.diffordsguide.com/cocktails/recipe/15515/arnauds-special
676,1,dash,Orange Bitters by Angostura,General,0,3110,Arnaud's Special,https://www.diffordsguide.com/cocktails/recipe/15515/arnauds-special
677,,,Lemon zest twist,Garnish,11,3110,Arnaud's Special,https://www.diffordsguide.com/cocktails/recipe/15515/arnauds-special
678,20,ml,Blended Scotch whisky,Whisky,4,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
679,20,ml,The Busker Blended Irish Whiskey,Whisky,4,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
680,20,ml,Ketel One Vodka,Vodka,3,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
681,20,ml,Swedish Punsch liqueur,Liqueur,10,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
682,10,ml,Rosso/rouge (sweet) vermouth,Wine,8,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
683,10,ml,Dry vermouth,Wine,8,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
684,,,Orange zest twist,Garnish,11,3111,Cosmopolitan (1927 recipe),https://www.diffordsguide.com/cocktails/recipe/15514/cosmopolitan-1927-recipe
685,60,ml,Ketel One Vodka,Vodka,3,3112,Copper Bullet,https://www.diffordsguide.com/cocktails/recipe/15329/copper-bullet
686,20,ml,Lillet Blanc,Wine,8,3112,Copper Bullet,https://www.diffordsguide.com/cocktails/recipe/15329/copper-bullet
687,10,ml,Mentzendorff Kümmel liqueur,Liqueur,10,3112,Copper Bullet,https://www.diffordsguide.com/cocktails/recipe/15329/copper-bullet
688,10,ml,Water (chilled),General,0,3112,Copper Bullet,https://www.diffordsguide.com/cocktails/recipe/15329/copper-bullet
689,,,Lemon zest twist,Garnish,11,3112,Copper Bullet,https://www.diffordsguide.com/cocktails/recipe/15329/copper-bullet
690,30,ml,Rutte Dry Gin,Gin,1,3113,Gilroy,https://www.diffordsguide.com/cocktails/recipe/15328/gilroy
691,30,ml,Cherry Heering cherry brandy liqueur,Liqueur,10,3113,Gilroy,https://www.diffordsguide.com/cocktails/recipe/15328/gilroy
692,15,ml,Dry vermouth,Wine,8,3113,Gilroy,https://www.diffordsguide.com/cocktails/recipe/15328/gilroy
693,15,ml,Lemon juice,General,0,3113,Gilroy,https://www.diffordsguide.com/cocktails/recipe/15328/gilroy
694,1,dash,Orange Bitters by Angostura,General,0,3113,Gilroy,https://www.diffordsguide.com/cocktails/recipe/15328/gilroy
695,,,Orange zest twist,Garnish,11,3113,Gilroy,https://www.diffordsguide.com/cocktails/recipe/15328/gilroy
696,45,ml,Dark/black/blackstrap rum,Rum,2,3114,Ciro's Special,https://www.diffordsguide.com/cocktails/recipe/15327/ciros-special
697,22.5,ml,Joseph Cartron Double Crème de Cassis de Bourgogne,Liqueur,10,3114,Ciro's Special,https://www.diffordsguide.com/cocktails/recipe/15327/ciros-special
698,22.5,ml,Lime juice,General,0,3114,Ciro's Special,https://www.diffordsguide.com/cocktails/recipe/15327/ciros-special
699,5,ml,Grand Marnier,Liqueur,10,3114,Ciro's Special,https://www.diffordsguide.com/cocktails/recipe/15327/ciros-special
700,,,Orange zest twist,Garnish,11,3114,Ciro's Special,https://www.diffordsguide.com/cocktails/recipe/15327/ciros-special
701,60,ml,Light white rum,Rum,2,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
702,15,ml,Rabarbaro liqueur,Liqueur,10,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
703,15,ml,Pink grapefruit juice,General,0,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
704,15,ml,Lime juice,General,0,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
705,7.5,ml,Luxardo Maraschino liqueur,Liqueur,10,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
706,5,ml,Sugar syrup (rich),General,0,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
707,,,Lime wheel slice (dehydrated),Garnish,11,3115,The Smoke Also Rises,https://www.diffordsguide.com/cocktails/recipe/15057/the-smoke-also-rises
708,60,ml,Dry vermouth,Wine,8,3116,Diplomat,https://www.diffordsguide.com/cocktails/recipe/648/diplomat
709,30,ml,Rosso/rouge (sweet) vermouth,Wine,8,3116,Diplomat,https://www.diffordsguide.com/cocktails/recipe/648/diplomat
710,5,ml,Luxardo Maraschino liqueur,Liqueur,10,3116,Diplomat,https://www.diffordsguide.com/cocktails/recipe/648/diplomat
711,1,dash,Orange Bitters by Angostura,General,0,3116,Diplomat,https://www.diffordsguide.com/cocktails/recipe/648/diplomat
712,,,Orange zest twist discarded,Garnish,11,3116,Diplomat,https://www.diffordsguide.com/cocktails/recipe/648/diplomat
713,,,Luxardo Maraschino cherry,Garnish,11,3116,Diplomat,https://www.diffordsguide.com/cocktails/recipe/648/diplomat
714,50,ml,Rutte Dry Gin,Gin,1,3117,Cloister,https://www.diffordsguide.com/cocktails/recipe/13992/cloister
715,15,ml,Yellow Chartreuse liqueur,Liqueur,10,3117,Cloister,https://www.diffordsguide.com/cocktails/recipe/13992/cloister
716,15,ml,Pink grapefruit juice,General,0,3117,Cloister,https://www.diffordsguide.com/cocktails/recipe/13992/cloister
717,7.5,ml,Lemon juice,General,0,3117,Cloister,https://www.diffordsguide.com/cocktails/recipe/13992/cloister
718,5,ml,Sugar syrup (rich),General,0,3117,Cloister,https://www.diffordsguide.com/cocktails/recipe/13992/cloister
719,,,Grapefruit zest twist,Garnish,11,3117,Cloister,https://www.diffordsguide.com/cocktails/recipe/13992/cloister
720,45,ml,Fino sherry,Wine,8,3118,Bonsai,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
721,25,ml,Akashi-Tai Shiraume Ginjo Umeshu,Liqueur,10,3118,Bonsai,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
722,15,ml,Giffard Piment d'Espelette chile liqueur,Liqueur,10,3118,Bonsai,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
723,10,ml,Palo cortado sherry,Wine,8,3118,Bonsai,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
724,2,dash,La Fée Parisienne absinthe,Spirits,21,3118,Bonsai,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
725,,,Orange zest discarded,Garnish,11,3118,Bonsai,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
726,60,ml,Ketel One Vodka,Vodka,3,3119,White Stinger,https://www.diffordsguide.com/cocktails/recipe/2096/white-stinger
727,15,ml,Giffard Menthe Pastille white crème de menthe,Liqueur,10,3119,White Stinger,https://www.diffordsguide.com/cocktails/recipe/2096/white-stinger
728,15,ml,Dutch Cacao white crème de cacao,Liqueur,10,3119,White Stinger,https://www.diffordsguide.com/cocktails/recipe/2096/white-stinger
729,,,Mint leaf,Garnish,11,3119,White Stinger,https://www.diffordsguide.com/cocktails/recipe/2096/white-stinger
730,,,mint chocolate,Garnish,11,3119,White Stinger,https://www.diffordsguide.com/cocktails/recipe/2096/white-stinger
731,37.5,ml,Ketel One Oranje Vodka,Vodka,3,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
732,7.5,ml,"Amaretto, Disaronno",Liqueur,10,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
733,30,ml,Pink grapefruit juice,General,0,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
734,15,ml,Lime juice,General,0,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
735,10,ml,Agave syrup,General,0,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
736,20,ml,Brut champagne or sparkling wine,Wine,8,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
737,,,Pink grapefruit zest twist,Garnish,11,3120,Uptown,https://www.diffordsguide.com/cocktails/recipe/14931/uptown
738,45,ml,Patrón Añejo tequila,Tequila,6,3121,Mile High Margarita,https://www.diffordsguide.com/cocktails/recipe/14260/mile-high-margarita
739,30,ml,De Kuyper Triple Sec (40%),Liqueur,10,3121,Mile High Margarita,https://www.diffordsguide.com/cocktails/recipe/14260/mile-high-margarita
740,15,ml,Lime juice,General,0,3121,Mile High Margarita,https://www.diffordsguide.com/cocktails/recipe/14260/mile-high-margarita
741,30,ml,Pineapple juice,General,0,3121,Mile High Margarita,https://www.diffordsguide.com/cocktails/recipe/14260/mile-high-margarita
742,3,dash,Angostura Aromatic Bitters,General,0,3121,Mile High Margarita,https://www.diffordsguide.com/cocktails/recipe/14260/mile-high-margarita
743,,,Lime slice wheel (dehydrated),Garnish,11,3121,Mile High Margarita,https://www.diffordsguide.com/cocktails/recipe/14260/mile-high-margarita
744,4,slice,Cucumber,General,0,3122,Kentucky Maid,https://www.diffordsguide.com/cocktails/recipe/14930/kentucky-maid
745,6,,Mint leaves,General,0,3122,Kentucky Maid,https://www.diffordsguide.com/cocktails/recipe/14930/kentucky-maid
746,60,ml,Bourbon whiskey,Whisky,4,3122,Kentucky Maid,https://www.diffordsguide.com/cocktails/recipe/14930/kentucky-maid
747,30,ml,Lime juice,General,0,3122,Kentucky Maid,https://www.diffordsguide.com/cocktails/recipe/14930/kentucky-maid
748,20,ml,Sugar syrup (rich),General,0,3122,Kentucky Maid,https://www.diffordsguide.com/cocktails/recipe/14930/kentucky-maid
749,,,Cucumber slice,Garnish,11,3122,Kentucky Maid,https://www.diffordsguide.com/cocktails/recipe/14930/kentucky-maid
750,45,ml,Del Maguey Vida Clásico mezcal,Mezcal,20,3123,Single Village Fix,https://www.diffordsguide.com/cocktails/recipe/14829/single-village-fix
751,22.5,ml,Pineapple juice,General,0,3123,Single Village Fix,https://www.diffordsguide.com/cocktails/recipe/14829/single-village-fix
752,15,ml,Lime juice,General,0,3123,Single Village Fix,https://www.diffordsguide.com/cocktails/recipe/14829/single-village-fix
753,5,ml,Agave syrup (optional),General,0,3123,Single Village Fix,https://www.diffordsguide.com/cocktails/recipe/14829/single-village-fix
754,3,drop,Difford's Daiquiri Bitters (optional),General,0,3123,Single Village Fix,https://www.diffordsguide.com/cocktails/recipe/14829/single-village-fix
755,,,Lime wedge,Garnish,11,3123,Single Village Fix,https://www.diffordsguide.com/cocktails/recipe/14829/single-village-fix
756,45,ml,Del Maguey Vida Clásico mezcal,Mezcal,20,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
757,60,ml,Coconut water,General,0,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
758,7.5,ml,Lime juice,General,0,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
759,15,ml,Clément Sirop de Canne,General,0,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
760,5,ml,Giffard Banane du Brésil liqueur,Liqueur,10,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
761,,,Lime juice,Garnish,11,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
762,,,salt rim,Garnish,11,3124,Snake Eyes,https://www.diffordsguide.com/cocktails/recipe/14830/snake-eyes
763,52.5,ml,Rutte Dry Gin,Gin,1,3125,Queen Elizabeth,https://www.diffordsguide.com/cocktails/recipe/6167/queen-elizabeth
764,15,ml,Dry vermouth,Wine,8,3125,Queen Elizabeth,https://www.diffordsguide.com/cocktails/recipe/6167/queen-elizabeth
765,7.5,ml,Bénédictine D.O.M. liqueur,Liqueur,10,3125,Queen Elizabeth,https://www.diffordsguide.com/cocktails/recipe/6167/queen-elizabeth
766,,,Lemon zest twist,Garnish,11,3125,Queen Elizabeth,https://www.diffordsguide.com/cocktails/recipe/6167/queen-elizabeth
767,45,ml,Rutte Dry Gin,Gin,1,3126,Dubonnet Cocktail No.1,https://www.diffordsguide.com/cocktails/recipe/2387/dubonnet-cocktail-no1
768,45,ml,Dubonnet/French rouge aromatised wine,Wine,8,3126,Dubonnet Cocktail No.1,https://www.diffordsguide.com/cocktails/recipe/2387/dubonnet-cocktail-no1
769,,,Lemon zest twist,Garnish,11,3126,Dubonnet Cocktail No.1,https://www.diffordsguide.com/cocktails/recipe/2387/dubonnet-cocktail-no1
770,3,slice,Banana,General,0,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
771,30,ml,Cachaça,Rum,2,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
772,20,ml,Havana Club Especial,Rum,2,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
773,15,ml,Giffard Banane du Brésil liqueur,Liqueur,10,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
774,5,ml,Nixta liqueur,Liqueur,10,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
775,10,ml,Fino sherry,Wine,8,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
776,5,ml,Lime juice,General,0,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
777,2,drop,Saline solution,General,0,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
778,,,banana chip,Garnish,11,3127,Bananarama,https://www.diffordsguide.com/cocktails/recipe/11282/bananarama
779,20,ml,Cachaça,Rum,2,3128,Funky Banana,https://www.diffordsguide.com/cocktails/recipe/11283/funky-banana
780,20,ml,Giffard Banane du Brésil liqueur,Liqueur,10,3128,Funky Banana,https://www.diffordsguide.com/cocktails/recipe/11283/funky-banana
781,20,ml,Sauvignon blanc wine,Wine,8,3128,Funky Banana,https://www.diffordsguide.com/cocktails/recipe/11283/funky-banana
782,10,ml,White overproof rum,Rum,2,3128,Funky Banana,https://www.diffordsguide.com/cocktails/recipe/11283/funky-banana
783,,,banana chip,Garnish,11,3128,Funky Banana,https://www.diffordsguide.com/cocktails/recipe/11283/funky-banana
784,30,ml,Banana rum,Rum,2,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
785,30,ml,Caribbean blended rum aged 6-10 years,Rum,2,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
786,22.5,ml,Antica Formula,Wine,8,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
787,1,dash,Angostura Aromatic Bitters,General,0,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
788,2,drop,Bob's Abbotts bitters,General,0,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
789,,,banana chip,Garnish,11,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
790,,,peg to rim,Garnish,11,3129,Banana Rumhattan,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
791,60,ml,Navy rum,Rum,2,3130,Grog,https://www.diffordsguide.com/cocktails/recipe/920/grog
792,15,ml,Lime juice,General,0,3130,Grog,https://www.diffordsguide.com/cocktails/recipe/920/grog
793,15,ml,Sugar syrup (rich),General,0,3130,Grog,https://www.diffordsguide.com/cocktails/recipe/920/grog
794,45,ml,Water (chilled),General,0,3130,Grog,https://www.diffordsguide.com/cocktails/recipe/920/grog
795,2,dash,Angostura Aromatic Bitters,General,0,3130,Grog,https://www.diffordsguide.com/cocktails/recipe/920/grog
796,,,Lime wedge,Garnish,11,3130,Grog,https://www.diffordsguide.com/cocktails/recipe/920/grog
797,45,ml,Japanese single malt whisky,Whisky,4,3131,Coco Geisha,https://www.diffordsguide.com/cocktails/recipe/8359/coco-geisha
798,22.5,ml,Akashi-Tai Daiginjo Genshu sake (chilled),General,0,3131,Coco Geisha,https://www.diffordsguide.com/cocktails/recipe/8359/coco-geisha
799,22.5,ml,Coconut water (chilled),General,0,3131,Coco Geisha,https://www.diffordsguide.com/cocktails/recipe/8359/coco-geisha
800,7.5,ml,Sugar syrup (rich),General,0,3131,Coco Geisha,https://www.diffordsguide.com/cocktails/recipe/8359/coco-geisha
801,1,dash,Orange Bitters by Angostura,General,0,3131,Coco Geisha,https://www.diffordsguide.com/cocktails/recipe/8359/coco-geisha
802,,,coconut flesh,Garnish,11,3131,Coco Geisha,https://www.diffordsguide.com/cocktails/recipe/8359/coco-geisha
803,45,ml,White overproof rum,Rum,2,3132,Coconut Rum Punch,https://www.diffordsguide.com/cocktails/recipe/4709/coconut-rum-punch
804,22.5,ml,Giffard Coconut Syrup,General,0,3132,Coconut Rum Punch,https://www.diffordsguide.com/cocktails/recipe/4709/coconut-rum-punch
805,90,ml,Coconut water,General,0,3132,Coconut Rum Punch,https://www.diffordsguide.com/cocktails/recipe/4709/coconut-rum-punch
806,12.5,ml,Lime juice,General,0,3132,Coconut Rum Punch,https://www.diffordsguide.com/cocktails/recipe/4709/coconut-rum-punch
807,,,coconut flakes,Garnish,11,3132,Coconut Rum Punch,https://www.diffordsguide.com/cocktails/recipe/4709/coconut-rum-punch
808,37.5,ml,Patrón Silver blanco tequila,Tequila,6,3133,Greenhorn,https://www.diffordsguide.com/cocktails/recipe/16508/greenhorn
809,30,ml,Green melon liqueur,Liqueur,10,3133,Greenhorn,https://www.diffordsguide.com/cocktails/recipe/16508/greenhorn
810,22.5,ml,Gentian liqueur,Liqueur,10,3133,Greenhorn,https://www.diffordsguide.com/cocktails/recipe/16508/greenhorn
811,,,Skewered green maraschino cherry,Garnish,11,3133,Greenhorn,https://www.diffordsguide.com/cocktails/recipe/16508/greenhorn
812,15,ml,Ketel One Vodka (from freezer),Vodka,3,3134,Love Heart,https://www.diffordsguide.com/cocktails/recipe/3470/love-heart
813,7.5,ml,Giffard Fraise des Bois liqueur,Liqueur,10,3134,Love Heart,https://www.diffordsguide.com/cocktails/recipe/3470/love-heart
814,7.5,ml,Giffard Parfait Amour liqueur,Liqueur,10,3134,Love Heart,https://www.diffordsguide.com/cocktails/recipe/3470/love-heart
815,120,ml,Brut champagne or sparkling wine (chilled),Wine,8,3134,Love Heart,https://www.diffordsguide.com/cocktails/recipe/3470/love-heart
816,,,Half strawberry,Garnish,11,3134,Love Heart,https://www.diffordsguide.com/cocktails/recipe/3470/love-heart
817,60,ml,Rutte Dry Gin,Gin,1,3135,Kiss,https://www.diffordsguide.com/cocktails/recipe/12051/kiss
818,22.5,ml,Dubonnet/French rouge aromatised wine,Wine,8,3135,Kiss,https://www.diffordsguide.com/cocktails/recipe/12051/kiss
819,22.5,ml,Rosso/rouge (sweet) vermouth,Wine,8,3135,Kiss,https://www.diffordsguide.com/cocktails/recipe/12051/kiss
820,7.5,ml,Luxardo Maraschino liqueur,Liqueur,10,3135,Kiss,https://www.diffordsguide.com/cocktails/recipe/12051/kiss
821,,,Luxardo Maraschino cherry,Garnish,11,3135,Kiss,https://www.diffordsguide.com/cocktails/recipe/12051/kiss
822,45,ml,Rutte Dry Gin,Gin,1,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
823,15,ml,Cherry Heering cherry brandy liqueur,Liqueur,10,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
824,7.5,ml,Bénédictine D.O.M. liqueur,Liqueur,10,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
825,7.5,ml,De Kuyper Triple Sec (40%),Liqueur,10,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
826,45,ml,Pineapple juice,General,0,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
827,15,ml,Lime juice,General,0,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
828,2.5,ml,Giffard Grenadine syrup,General,0,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
829,1,dash,Angostura Aromatic Bitters,General,0,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
830,,,Pineapple slice,Garnish,11,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
831,,,Luxardo maraschino cherry,Garnish,11,3136,Singapore Sling (Dale DeGroff's recipe),https://www.diffordsguide.com/cocktails/recipe/4627/singapore-sling-dale-degroffs-recipe
832,22.5,ml,Calvados & straight applejacks,Brandy,5,3137,The StiG,https://www.diffordsguide.com/cocktails/recipe/2586/the-stig
833,22.5,ml,Pisco,Brandy,5,3137,The StiG,https://www.diffordsguide.com/cocktails/recipe/2586/the-stig
834,30,ml,Fiorente Elderflower liqueur,Liqueur,10,3137,The StiG,https://www.diffordsguide.com/cocktails/recipe/2586/the-stig
835,30,ml,Sauvignon blanc wine,Wine,8,3137,The StiG,https://www.diffordsguide.com/cocktails/recipe/2586/the-stig
836,,,Lime zest twist,Garnish,11,3137,The StiG,https://www.diffordsguide.com/cocktails/recipe/2586/the-stig
837,60,ml,Rutte Dry Gin,Gin,1,3138,Left Bank Martini,https://www.diffordsguide.com/cocktails/recipe/2464/left-bank-martini
838,15,ml,Fiorente Elderflower liqueur,Liqueur,10,3138,Left Bank Martini,https://www.diffordsguide.com/cocktails/recipe/2464/left-bank-martini
