,ingredient_name,type_string,cocktail_id,url
0,abasolo mexican corn whisky,Whisky,3166.0,https://www.diffordsguide.com/cocktails/recipe/13233/appease-the-cheese
1,absinthe,Spirits,953.0,
2,absinthe dashes,Garnish,1283.0,https://recipe.awesomedrinks.com/recipe/rattlesnake/
3,"absinthe rouge, amerique 1912",Spirits,166.0,
4,"absinthe, atelier vie toulouse red",Spirits,165.0,
5,"absinthe, copper & kings absinthe superiore",Spirits,150.0,
6,"absinthe, lucid",Spirits,64.0,
7,"absinthe, mata hari",Spirits,1072.0,
8,"absinthe, pernod",Spirits,1264.0,https://recipe.awesomedrinks.com/recipe/sazerac/
9,acai liqueur,Liqueur,2819.0,http://www.completecocktails.com/Drinks/SaoPauloSour.aspx#.ZAYt1XZByUk
10,acerola,General,2815.0,http://www.completecocktails.com/Drinks/Sambatini.aspx#.ZAYts3ZByUk
11,acerola liqueur,Liqueur,2251.0,http://www.completecocktails.com/Drinks/GlobeTrotterMartini.aspx#.ZAYYZHZByUk
12,acid phosphate,General,585.0,
13,advocaat,Liqueur,2936.0,http://www.completecocktails.com/Drinks/CheekyWitch.aspx#.ZAYx_XZByUk
14,agave syrup,General,26.0,
15,aged rum,Rum,1156.0,https://recipe.awesomedrinks.com/recipe/krakatoa/
16,agua fresca,General,403.0,
17,aguardiente,Spirits,1389.0,http://www.completecocktails.com/Drinks/BaliHai.aspx#.ZAYByXZByUk
18,akashi-tai daiginjo genshu sake,Spirits,3088.0,https://www.diffordsguide.com/cocktails/recipe/14977/manhattan-goes-tokyo
19,akashi-tai ginjo yuzushu,Liqueur,3538.0,https://www.diffordsguide.com/cocktails/recipe/4977/back-to-the-origin
20,akashi-tai shiraume ginjo umeshu,Liqueur,3118.0,https://www.diffordsguide.com/cocktails/recipe/15055/bonsai
21,allspice,General,2410.0,http://www.completecocktails.com/Drinks/Rumstufian.aspx#.ZAYd1nZByUk
22,allspice,Garnish,983.0,
23,allspice dram,Liqueur,965.0,
24,"allspice dram, bitter truth",Liqueur,845.0,
25,"allspice dram, st. elizabeth",Liqueur,357.0,
26,allspice tincture,Liqueur,682.0,
27,"allspice tincture, dashfire",Liqueur,289.0,
28,almond,Garnish,2564.0,http://www.completecocktails.com/Drinks/BumbleAbeja.aspx#.ZAYjjnZByUk
29,almond extract,General,1172.0,https://recipe.awesomedrinks.com/recipe/steves-rum-barrel/
30,almond milk,General,812.0,
31,almond syrup,General,521.0,
32,aloe vera juice,General,1819.0,http://www.completecocktails.com/Drinks/ForeverYoung.aspx#.ZAYMznZByUk
33,"aloe vera liqueur, chareau",Liqueur,468.0,
34,amaretto,Liqueur,1815.0,http://www.completecocktails.com/Drinks/FoamingOrgasm.aspx#.ZAYMvXZByUk
35,"amaretto, disaronno",Liqueur,3301.0,https://www.diffordsguide.com/cocktails/recipe/216/bird-of-paradise
36,"amaretto, lazzaroni",Liqueur,95.0,
37,"amargo, vallet",Liqueur,472.0,
38,amaro,Liqueur,1109.0,
39,amaro abano,Liqueur,868.0,
40,amaro ciociaro liqueur,Liqueur,3083.0,https://www.diffordsguide.com/cocktails/recipe/15745/cutter
41,amaro cora,Liqueur,862.0,
42,amaro dell'erborista,Liqueur,814.0,
43,amaro lucano,Liqueur,1063.0,
44,amaro lucano anniversario,Liqueur,610.0,
45,amaro meletti,Liqueur,3325.0,https://www.diffordsguide.com/cocktails/recipe/9897/tunnel-negroni
46,amaro montenegro,Liqueur,418.0,
47,amaro nardini,Liqueur,69.0,
48,amaro nonino,Liqueur,291.0,
49,amaro nonino quintessentia,Liqueur,3511.0,https://www.diffordsguide.com/cocktails/recipe/5038/witches-flight
50,amaro santoni,Liqueur,3029.0,https://www.diffordsguide.com/cocktails/recipe/16568/miladys-martini
51,amaro sibilla,General,518.0,
52,"amaro, amarogutta",Liqueur,473.0,
53,"amaro, cappelletti sfumato rabarbaro",Liqueur,718.0,
54,"amaro, jefferson",Liqueur,96.0,
55,"amaro, lazzaroni",Liqueur,834.0,
56,"amaro, vecchio amaro del capo",Liqueur,891.0,
57,"amaro, zcasoni 1814",Liqueur,86.0,
58,amarula cream liqueur,Liqueur,2014.0,http://www.completecocktails.com/Drinks/SwingingSafari.aspx#.ZAYRinZByUk
59,amer picon,Liqueur,989.0,
60,"amer picon, amer boudreau",Liqueur,813.0,
61,american gin,Gin,1224.0,https://recipe.awesomedrinks.com/recipe/bees-knees/
62,american single malt whiskey,Whisky,3001.0,https://www.diffordsguide.com/cocktails/recipe/16512/orleans
63,americano bianco,Wine,3316.0,https://www.diffordsguide.com/cocktails/recipe/10054/mex-martini
64,amontillado sherry,Wine,1060.0,
65,"amontillado sherry, gonzález byass viña ab",Wine,386.0,
66,"amontillado sherry, lustau dry amontillado",Wine,426.0,
67,"amontillado sherry, wisdom and warter",Wine,812.0,
68,amère sauvage,Liqueur,510.0,
69,"amère sauvage, bittermens",Liqueur,246.0,
70,ancho reyes verde chile liqueur,Liqueur,691.0,
71,anejo tequila,Tequila,1295.0,https://recipe.awesomedrinks.com/recipe/anejo-old-fashioned/
72,angostura aromatic bitters,General,3010.0,https://www.diffordsguide.com/cocktails/recipe/3245/betsy-ross
73,angostura bitters,General,1141.0,https://recipe.awesomedrinks.com/recipe/mai-kais-barrel-of-rum/
74,angostura bitters,Garnish,1283.0,https://recipe.awesomedrinks.com/recipe/rattlesnake/
75,angostura cocoa bitters,General,3422.0,https://www.diffordsguide.com/cocktails/recipe/6534/mezcal-martinez
76,angostura di amaro,Liqueur,3448.0,https://www.diffordsguide.com/cocktails/recipe/6187/amaroni
77,"anise syrup, monin",General,1108.0,
78,anisette,Liqueur,2112.0,http://www.completecocktails.com/Drinks/ApricotAniseCollins.aspx#.ZAYT0HZByUk
79,"anisette, meletti",Liqueur,670.0,
80,antica formula,Wine,3270.0,https://www.diffordsguide.com/cocktails/recipe/10505/sharon
81,aperitif,Wine,2489.0,http://www.completecocktails.com/Drinks/1970.aspx#.ZAYgpnZByUk
82,aperol,Liqueur,1171.0,https://recipe.awesomedrinks.com/recipe/social-season/
83,apple,Garnish,1006.0,
84,apple,General,810.0,
85,apple bitters,General,546.0,
86,apple brandy,Brandy,2565.0,http://www.completecocktails.com/Drinks/BunnyBonanza.aspx#.ZAYjk3ZByUk
87,"apple brandy, aged",Brandy,62.0,
88,"apple brandy, clear creek",Brandy,483.0,
89,"apple brandy, laird's bonded",Brandy,357.0,
90,"apple brandy, lairds",Brandy,810.0,
91,"apple brandy, lairds 100 proof",Brandy,1019.0,
92,"apple brandy, lairds 7.5",Brandy,667.0,
93,apple butter,General,35.0,
94,apple cider,General,1326.0,https://recipe.awesomedrinks.com/recipe/stone-wall/
95,apple cider vinegar,General,3204.0,https://www.diffordsguide.com/cocktails/recipe/3892/carta-switchel
96,apple liqueur,Liqueur,2912.0,http://www.completecocktails.com/Drinks/Accelerator.aspx#.ZAYxT3ZByUk
97,"apple liqueur, du nord",Liqueur,435.0,
98,apple puree,General,365.0,
99,apple schnapps,Liqueur,2229.0,http://www.completecocktails.com/Drinks/GinAppletonic.aspx#.ZAYXy3ZByUk
100,apple syrup,General,3421.0,https://www.diffordsguide.com/cocktails/recipe/6165/flannel
101,apple vodka,Vodka,2657.0,http://www.completecocktails.com/Drinks/GalaTemptress.aspx#.ZAYm4nZByUk
102,applejack,Brandy,260.0,
103,"applejack, lairds",Brandy,845.0,
104,apricot,Garnish,1378.0,http://www.completecocktails.com/Drinks/AprioctDaiquiri.aspx#.ZAYBlXZByUk
105,apricot,General,1378.0,http://www.completecocktails.com/Drinks/AprioctDaiquiri.aspx#.ZAYBlXZByUk
106,apricot brandy,Brandy,2118.0,http://www.completecocktails.com/Drinks/Barnum.aspx#.ZAYUD3ZByUk
107,apricot eau de vie,Brandy,520.0,
108,apricot jam,General,128.0,
109,apricot liqueur,Liqueur,715.0,
110,"apricot liqueur, bitter truth",Liqueur,1092.0,
111,"apricot liqueur, luxardo",Liqueur,810.0,
112,"apricot liqueur, marie brizard apry",Liqueur,146.0,
113,"apricot liqueur, rothman & winter orchard apricot",Liqueur,70.0,
114,apricot nectar,General,1615.0,http://www.completecocktails.com/Drinks/SanSebastianSling.aspx#.ZAYH4XZByUk
115,aquafaba,General,50.0,
116,aquavit,Spirits,252.0,
117,"aquavit, aalborg",Spirits,1037.0,
118,"aquavit, krogstad",Spirits,1101.0,
119,"aquavit, linie",Spirits,843.0,
120,"aquavit, north shore",Spirits,245.0,
121,"aquavit, tattersall",Spirits,117.0,
122,armagnac,Brandy,823.0,
123,armagnac blanc,Brandy,3622.0,https://www.diffordsguide.com/cocktails/recipe/4725/once-upon-a-time
124,aromatic bitters,Garnish,3197.0,https://www.diffordsguide.com/cocktails/recipe/12199/monkey-business
125,"aromatized wine, cocchi americano",Wine,1046.0,
126,"aromatized wine, cocchi americano rosa",Wine,182.0,
127,"aromatized wine, cocchi barolo chinato",Wine,76.0,
128,"aromatized wine, cocchi vermouth di torino",Wine,525.0,
129,"aromatized wine, dubonnet",Wine,1006.0,
130,"aromatized wine, dubonnet rouge",Wine,1016.0,
131,"aromatized wine, imbue petal & thorn",Wine,713.0,
132,"aromatized wine, lillet blanc",Wine,822.0,
133,"aromatized wine, lillet rose",Wine,316.0,
134,"aromatized wine, lillet rouge",Wine,742.0,
135,arrack,Spirits,1415.0,http://www.completecocktails.com/Drinks/CaliAbsinthe.aspx#.ZAYCrXZByUk
136,"arrack, white lion vsoa",Spirits,414.0,
137,averna,Liqueur,617.0,
138,averna amaro,Liqueur,3042.0,https://www.diffordsguide.com/cocktails/recipe/16020/midnight-bouquet
139,aveze,Liqueur,975.0,
140,avocado,Garnish,2544.0,http://www.completecocktails.com/Drinks/BLT.aspx#.ZAYipnZByUk
141,avocado,General,2659.0,http://www.completecocktails.com/Drinks/GazpachoCocktail.aspx#.ZAYm83ZByUk
142,añejo rum,Rum,523.0,
143,"añejo rum, barbancourt 8 year",Rum,627.0,
144,"añejo rum, kirk & sweeney 12 year",Rum,619.0,
145,"añejo rum, zacapa 23",Rum,745.0,
146,añejo tequila,Tequila,486.0,
147,"añejo tequila, don julio añejo",Tequila,77.0,
148,"añejo tequila, jose cuervo black",Tequila,1093.0,
149,"añejo tequila, pueblo viejo",Tequila,26.0,
150,"añejo tequila, pura vida",Tequila,302.0,
151,bacardi 8 year old rum,Rum,3521.0,https://www.diffordsguide.com/cocktails/recipe/4997/cazador
152,bacardi gold rum,Rum,3204.0,https://www.diffordsguide.com/cocktails/recipe/3892/carta-switchel
153,bacardi gran reserva diez 10,Rum,3209.0,https://www.diffordsguide.com/cocktails/recipe/11942/zegroni
154,bacon,General,1694.0,http://www.completecocktails.com/Drinks/BaconInfusedBloodyMary.aspx#.ZAYJ2XZByUk
155,"bacon syrup, torani",General,161.0,
156,bamboo leaf,Garnish,3558.0,https://www.diffordsguide.com/cocktails/recipe/4935/three-of-strong
157,banana,Garnish,1432.0,http://www.completecocktails.com/Drinks/CaribbeanChampagne.aspx#.ZAYDAXZByUk
158,banana,General,1140.0,https://recipe.awesomedrinks.com/recipe/banana-daiquiri/
159,banana juice,General,1530.0,http://www.completecocktails.com/Drinks/LaPecheAttitude.aspx#.ZAYF0HZByUk
160,banana liqueur,Liqueur,1679.0,http://www.completecocktails.com/Drinks/AllEyesonMe.aspx#.ZAYJeXZByUk
161,banana rum,Rum,3129.0,https://www.diffordsguide.com/cocktails/recipe/11731/banana-rumhattan
162,banana syrup,General,3433.0,https://www.diffordsguide.com/cocktails/recipe/6470/ban-hattan
163,"barbados rum, kaniche",Rum,381.0,
164,"barbados rum, mount gay",Rum,781.0,
165,"barbados rum, mount gay black barrel",Rum,691.0,
166,"barbados rum, mount gay eclipse black",Rum,378.0,
167,barolo chinato,Wine,3638.0,https://www.diffordsguide.com/cocktails/recipe/4616/mancini-cocktail
168,barrel aged red beer,Beer,3590.0,https://www.diffordsguide.com/cocktails/recipe/4872/drop-by-drop
169,basil,Garnish,353.0,
170,basil,General,,
171,"basil eau de vie, st. george aqua perfecta",Brandy,312.0,
172,basil sprig bouquet,Garnish,3290.0,https://www.diffordsguide.com/cocktails/recipe/8746/brasil
173,baska snaps,Spirits,41.0,
174,batavia arrack,Rum,203.0,
175,"batavia arrack, van oosten",General,759.0,
176,bebo coffee liqueur,Liqueur,3507.0,https://www.diffordsguide.com/cocktails/recipe/5009/revolver
177,becherovka,Liqueur,693.0,
178,beef stock,General,1449.0,http://www.completecocktails.com/Drinks/Creole.aspx#.ZAYDjHZByUk
179,beer,Beer,1699.0,http://www.completecocktails.com/Drinks/BeerBuster.aspx#.ZAYKEnZByUk
180,beet,Garnish,519.0,
181,beet juice,General,82.0,
182,beet puree,General,519.0,
183,beet syrup,General,390.0,
184,bell pepper,General,1534.0,http://www.completecocktails.com/Drinks/LeBonheurestdanslePre.aspx#.ZAYF4XZByUk
185,benedictine,Liqueur,1234.0,https://recipe.awesomedrinks.com/recipe/chrysanthemum/
186,bepi tosolini grappa di moscato,Brandy,3630.0,https://www.diffordsguide.com/cocktails/recipe/4684/corleone
187,bepi tosolini grappa i legni rovere,Brandy,3289.0,https://www.diffordsguide.com/cocktails/recipe/9210/strawberry-inn-grappa-sour
188,"bergamot liqueur, italicus",Liqueur,439.0,
189,bergamot orange,General,595.0,
190,"bermuda rum, gosling's black seal",Rum,831.0,
191,berry gin,Gin,2822.0,http://www.completecocktails.com/Drinks/SexySangria.aspx#.ZAYuEHZByUk
192,berry liqueur,Liqueur,1858.0,http://www.completecocktails.com/Drinks/InTheJungle.aspx#.ZAYNxXZByUk
193,berry vodka,Vodka,2075.0,http://www.completecocktails.com/Drinks/WildBerryPopTart.aspx#.ZAYS4XZByUk
194,bianco vermouth,Wine,772.0,
195,"bianco vermouth, cinzano bianco",Wine,381.0,
196,"bianco vermouth, dolin",Wine,775.0,
197,"bianco vermouth, martini & rossi",Wine,968.0,
198,bigallet china china,Liqueur,133.0,
199,bigallet china china amer,Liqueur,3553.0,https://www.diffordsguide.com/cocktails/recipe/4940/old-bank
200,bigallet genepi grand tetras,Liqueur,3143.0,https://www.diffordsguide.com/cocktails/recipe/5034/herbaceous-border
201,bilberry liqueur,Liqueur,2547.0,http://www.completecocktails.com/Drinks/BlueberrySummerCrush.aspx#.ZAYivXZByUk
202,bison grass vodka,Vodka,1039.0,
203,bitter lemon,General,1583.0,http://www.completecocktails.com/Drinks/PinkTreasure.aspx#.ZAYHHHZByUk
204,bitter lemon soda,General,890.0,
205,bitter truth exr,General,494.0,
206,bittercube chipotle cacao bitters,General,1270.0,https://recipe.awesomedrinks.com/recipe/tequila-sour/
207,bittermens hellfire habanero syrup,General,1347.0,https://recipe.awesomedrinks.com/recipe/mezcal-fizz/
208,bitters,General,19.0,
209,"bitters, 'elemakule tiki",General,1088.0,
210,"bitters, 5 by 5 aged citrus",General,40.0,
211,"bitters, 5 by 5 aromatic",General,360.0,
212,"bitters, 5 by 5 tonics",General,485.0,
213,"bitters, abbott's",General,432.0,
214,"bitters, amargos chunchos",General,437.0,
215,"bitters, bar keep chinese bitters",General,690.0,
216,"bitters, bergamot",General,515.0,
217,"bitters, bitter truth",General,511.0,
218,"bitters, bitter truth aromatic",General,508.0,
219,"bitters, bitter truth creole",General,697.0,
220,"bitters, bitter truth jerry thomas’ own decanter",General,483.0,
221,"bitters, bittercube cherry bark vanilla",General,225.0,
222,"bitters, bittercube corazon",Garnish,444.0,
223,"bitters, bittercube hop bitters",General,1018.0,
224,"bitters, bittercube jamaican #1",General,225.0,
225,"bitters, bittermens boston bittahs",General,374.0,
226,"bitters, bittermens burlesque",General,125.0,
227,"bitters, bittermens orange cream citrate",General,640.0,
228,"bitters, bittermens xocolatl mole",General,,
229,"bitters, boker's",General,173.0,
230,"bitters, brooklyn hemispherical bitters black mission fig",General,528.0,
231,"bitters, brooklyn hemispherical bitters rhubarb",General,172.0,
232,"bitters, chinese 5 spice",General,447.0,
233,"bitters, clove",General,81.0,
234,"bitters, coffee and chocolate bitters by crude",General,844.0,
235,"bitters, dale degroff's pimento bitters",General,126.0,
236,"bitters, dashfire allspice",General,435.0,
237,"bitters, dashfire ancient chinese secret",General,324.0,
238,"bitters, dead rabbit orinoco",General,293.0,
239,"bitters, dr. adam elmegirab's boker's",General,869.0,
240,"bitters, dutch's colonial",General,841.0,
241,"bitters, el guapo polynesian kiss",General,944.0,
242,"bitters, fee brothers old fashion",General,593.0,
243,"bitters, fee brothers whiskey barrel aged",Whisky,878.0,
244,"bitters, filthy dirty cocktail spice",General,567.0,
245,"bitters, five watt - gin bitters",General,415.0,
246,"bitters, infused with cardamom and orange",General,449.0,
247,"bitters, riemerschmid bitters",General,623.0,
248,"bitters, scrappy's black lemon",General,93.0,
249,"bitters, scrappy's cardamon",General,673.0,
250,"bitters, thyme",General,1125.0,
251,"bitters, vera's maine pine bitters",General,642.0,
252,"bitters, woodford reserve sassafras & sorghum",General,965.0,
253,bittersweet orange-red aperitivo,Liqueur,3001.0,https://www.diffordsguide.com/cocktails/recipe/16512/orleans
254,black currant vodka,Vodka,2965.0,http://www.completecocktails.com/Drinks/JungleJimmy.aspx#.ZAYyxHZByUk
255,black olive,Garnish,3602.0,https://www.diffordsguide.com/cocktails/recipe/4870/el-patron
256,black pepper,Garnish,2773.0,http://www.completecocktails.com/Drinks/PetiniCocktail.aspx#.ZAYsIXZByUk
257,black pepper,General,683.0,
258,black pepper tincture,General,965.0,
259,black truffle oil,General,669.0,
260,black walnut bitters,General,3403.0,https://www.diffordsguide.com/cocktails/recipe/6855/bastille
261,blackberry,Garnish,339.0,
262,blackberry,General,151.0,
263,blackberry brandy,Brandy,2271.0,http://www.completecocktails.com/Drinks/HedgerowSling.aspx#.ZAYZB3ZByUk
264,blackberry liqueur,Liqueur,2106.0,http://www.completecocktails.com/Drinks/AppleDream.aspx#.ZAYTt3ZByUk
265,blackberry preserves,General,550.0,
266,blackberry syrup,General,2798.0,http://www.completecocktails.com/Drinks/Razzonia.aspx#.ZAYtB3ZByUk
267,blackcurrant preserves,General,564.0,
268,blackcurrant syrup,General,2586.0,http://www.completecocktails.com/Drinks/ChettasPunch.aspx#.ZAYkUHZByUk
269,blackstrap bitters,General,1316.0,https://recipe.awesomedrinks.com/recipe/3-mile-long-island-iced-tea/
270,blanco tequila,Tequila,28.0,
271,blanco tequila (100% agave),Tequila,651.0,
272,blanco tequila (gran centenario),Tequila,700.0,
273,blanco tequila (strawberry-infused),Tequila,1067.0,
274,"blanco tequila, casamigos",Tequila,626.0,
275,"blanco tequila, don julio blanco",Tequila,882.0,
276,"blanco tequila, el tesoro platinum",Tequila,125.0,
277,"blanco tequila, milagro",Tequila,42.0,
278,"blanco tequila, milagro silver",Tequila,79.0,
279,"blended rum, banks 5 island",Rum,287.0,
280,blended scotch,Whisky,193.0,
281,"blended scotch, bank note",Whisky,306.0,
282,"blended scotch, black grouse",Whisky,683.0,
283,"blended scotch, chivas 18",Whisky,449.0,
284,"blended scotch, cutty sark",Whisky,435.0,
285,"blended scotch, dewar's",Whisky,425.0,
286,"blended scotch, famous grouse",Whisky,222.0,
287,"blended scotch, johnnie walker black label",Whisky,304.0,
288,"blended scotch, johnnie walker red label",Whisky,424.0,
289,"blended scotch, sheep's dip",Whisky,235.0,
290,blended/vatted scotch malt whisky,Whisky,3371.0,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis
291,blood orange,Garnish,565.0,
292,blood orange bitters,General,419.0,
293,blood orange juice,General,327.0,
294,blood orange liqueur,Liqueur,1898.0,http://www.completecocktails.com/Drinks/MediterraneanCosmo.aspx#.ZAYO2XZByUk
295,blood orange peel,General,327.0,
296,blood orange syrup,General,742.0,
297,bloody mary mix,General,1676.0,http://www.completecocktails.com/Drinks/AbsintheMary.aspx#.ZAYJVXZByUk
298,blue cheese stuffed pitted green olive,Garnish,3166.0,https://www.diffordsguide.com/cocktails/recipe/13233/appease-the-cheese
299,blue curaçao,Liqueur,1144.0,https://recipe.awesomedrinks.com/recipe/blue-hawaiian/
300,"blue curaçao, bols",Liqueur,20.0,
301,"blue curaçao, senior curaçao",Liqueur,670.0,
302,blueberry,General,586.0,
303,blueberry,Garnish,568.0,
304,blueberry liqueur,Liqueur,1928.0,http://www.completecocktails.com/Drinks/NovemberRain1.aspx#.ZAYPdnZByUk
305,blueberry schnapps,Liqueur,1729.0,http://www.completecocktails.com/Drinks/BlueWoo.aspx#.ZAYKw3ZByUk
306,blueberry syrup,General,521.0,
307,blueberry vodka,Vodka,2549.0,http://www.completecocktails.com/Drinks/Bluetini.aspx#.ZAYix3ZByUk
308,bob's abbotts bitters,General,3108.0,https://www.diffordsguide.com/cocktails/recipe/15516/habitant
309,bob's ginger bitters,General,3088.0,https://www.diffordsguide.com/cocktails/recipe/14977/manhattan-goes-tokyo
310,bob's peppermint bitters,General,3287.0,https://www.diffordsguide.com/cocktails/recipe/10362/luck-of-the-irish
311,bolivar bitters,General,856.0,
312,bols amaretto foam,Liqueur,1815.0,http://www.completecocktails.com/Drinks/FoamingOrgasm.aspx#.ZAYMvXZByUk
313,bols banana foam,Liqueur,2524.0,http://www.completecocktails.com/Drinks/BananaCoupe.aspx#.ZAYh8XZByUk
314,bols blue foam,Liqueur,1817.0,http://www.completecocktails.com/Drinks/FoamyBlueLagoon.aspx#.ZAYMxXZByUk
315,bols cacao white foam,Liqueur,2756.0,http://www.completecocktails.com/Drinks/OrangeCollins.aspx#.ZAYriXZByUk
316,bols cassis foam,Liqueur,2649.0,http://www.completecocktails.com/Drinks/FoamyBramble.aspx#.ZAYmc3ZByUk
317,bols peppermint green foam,Liqueur,1816.0,http://www.completecocktails.com/Drinks/FoamyAfterEight.aspx#.ZAYMwXZByUk
318,bonal gentiane quina,Wine,86.0,
319,bouquet of gypsophila babys breath,Garnish,3617.0,https://www.diffordsguide.com/cocktails/recipe/4837/tropicalia
320,bourbon,Whisky,855.0,
321,bourbon (coffee infused),Whisky,994.0,
322,"bourbon, 100 proof",Whisky,428.0,
323,"bourbon, basil hayden's",Whisky,189.0,
324,"bourbon, buffalo trace",Whisky,809.0,
325,"bourbon, bulleit",Whisky,650.0,
326,"bourbon, bulleit (10 year)",Whisky,998.0,
327,"bourbon, bulleit (vanilla and orange infused)",Whisky,999.0,
328,"bourbon, elijah craig",Whisky,829.0,
329,"bourbon, elijah craig (12 year bourbon)",Whisky,658.0,
330,"bourbon, elijah craig (small batch)",Whisky,760.0,
331,"bourbon, four roses",Whisky,82.0,
332,"bourbon, four roses small batch",Whisky,698.0,
333,"bourbon, heaven hill (6-year bottled-in-bond)",Whisky,133.0,
334,"bourbon, high proof",Whisky,1018.0,
335,"bourbon, jim beam black",Whisky,748.0,
336,"bourbon, knob creek",Whisky,398.0,
337,"bourbon, knob creek (single barrel 120)",Whisky,635.0,
338,"bourbon, knob creek (smoked maple bourbon)",Whisky,374.0,
339,"bourbon, maker's mark",Whisky,1089.0,
340,"bourbon, maker's mark (chai infused)",Whisky,631.0,
341,"bourbon, maker's mark 46",Whisky,1010.0,
342,"bourbon, new holland beer barrel bourbon",Whisky,581.0,
343,"bourbon, old forester",Whisky,660.0,
344,"bourbon, old grand dad 100",Whisky,489.0,
345,"bourbon, wild turkey 101",Whisky,695.0,
346,"bourbon, woodford reserve",Whisky,592.0,
347,"bourbon, woodford reserve double oaked",Whisky,1118.0,
348,boy drinks world serrano cocktail spice,General,1351.0,https://recipe.awesomedrinks.com/recipe/spicy-dead-lady/
349,branca menta liqueur,Liqueur,3504.0,https://www.diffordsguide.com/cocktails/recipe/5053/back-to-black
350,brandy,Brandy,2429.0,http://www.completecocktails.com/Drinks/SufferingBastard.aspx#.ZAYeuHZByUk
351,brandy (lustau brandy de jerez solera reserva),Brandy,281.0,
352,brandy (unaged frisco california brandy),Brandy,877.0,
353,brandy (vsop),Brandy,688.0,
354,brandy / cognac,Brandy,1354.0,https://recipe.awesomedrinks.com/recipe/dying-bastard/
355,"brandy, camus vs",Brandy,600.0,
356,"brandy, cardenal mendoza",Brandy,515.0,
357,"brandy, copper & kings",Brandy,80.0,
358,"brandy, glasshouse (shiso-flavored)",Brandy,735.0,
359,"brandy, korbel (12 yr)",Brandy,693.0,
360,braulio,Liqueur,469.0,
361,brown sugar,General,35.0,
362,brown sugar cordial,General,266.0,
363,brown sugar syrup,General,417.0,
364,brut champagne,Wine,1213.0,https://recipe.awesomedrinks.com/recipe/mimosa/
365,brut champagne or sparkling wine,Wine,3653.0,https://www.diffordsguide.com/cocktails/recipe/4346/gt-royale
366,"bruto americano, st. george",Liqueur,836.0,
367,buckthorn liqueur,Liqueur,2191.0,http://www.completecocktails.com/Drinks/Eurasia.aspx#.ZAYWinZByUk
368,bully boy amaro,Liqueur,1317.0,https://recipe.awesomedrinks.com/recipe/amaro-manhattan/
369,burlesque bitters,General,3349.0,https://www.diffordsguide.com/cocktails/recipe/4878/glee-club-cocktail
370,butter,General,689.0,
371,butterscotch liqueur,Liqueur,2011.0,http://www.completecocktails.com/Drinks/SuperLady.aspx#.ZAYReXZByUk
372,butterscotch schnapps,Liqueur,2017.0,http://www.completecocktails.com/Drinks/TallDarkandHandsome.aspx#.ZAYRlnZByUk
373,byrrh,Wine,170.0,
374,bärenjäger,General,502.0,
375,bénédictine,General,45.0,
376,"bénédictine, d.o.m.",Liqueur,3178.0,https://www.diffordsguide.com/cocktails/recipe/15694/rolls-royce
377,cacao,Garnish,3621.0,https://www.diffordsguide.com/cocktails/recipe/4796/double-black
378,cacao & coffee spiced rum,Rum,3504.0,https://www.diffordsguide.com/cocktails/recipe/5053/back-to-black
379,cacao powder,Garnish,3080.0,https://www.diffordsguide.com/cocktails/recipe/3404/champagne-snowball
380,cachaça,Rum,2550.0,http://www.completecocktails.com/Drinks/BocaAmoraBruise.aspx#.ZAYiz3ZByUk
381,cachaça (over 3 years),Rum,3081.0,https://www.diffordsguide.com/cocktails/recipe/15743/broadwalk-flyer
382,"cachaça, branca",Rum,863.0,
383,"cachaça, jequitiba wood",Rum,750.0,
384,"cachaça, leblon",Rum,261.0,
385,"cachaça, sagatiba velha",Rum,0.0,
386,"cachaça, salinas balsamo",Rum,1076.0,
387,"cachaça, serra limpa",Rum,803.0,
388,caisteal chamuis peated scotch whisky,Whisky,3040.0,https://www.diffordsguide.com/cocktails/recipe/16033/peaty-monte
389,calvados,Brandy,423.0,
390,calvados & straight applejacks,Brandy,3284.0,https://www.diffordsguide.com/cocktails/recipe/10366/norman-conquest
391,"calvados, boulard",Spirits,509.0,
392,"calvados, chateau du breuil",Brandy,545.0,
393,"calvados, pays d'auge",Spirits,878.0,
394,camomile tea syrup,General,2143.0,http://www.completecocktails.com/Drinks/CamomileSmile.aspx#.ZAYVC3ZByUk
395,campari,Liqueur,557.0,
396,campari (infused coffee),Liqueur,324.0,
397,campari (strawberry-infused),Liqueur,944.0,
398,canadian blended whisky,Whisky,3165.0,https://www.diffordsguide.com/cocktails/recipe/15760/washington-apple-shot
399,canadian rye whisky,Whisky,3657.0,https://www.diffordsguide.com/cocktails/recipe/4235/montreal-cocktail-official-city-cocktail
400,canadian whisky,Whisky,1285.0,https://recipe.awesomedrinks.com/recipe/alaskan-duck-fart/
401,"canadian whisky, crown royal",Whisky,830.0,
402,"canadian whisky, pendleton 1910",Whisky,869.0,
403,candied chestnut,Garnish,355.0,
404,candy,Garnish,1404.0,http://www.completecocktails.com/Drinks/BlueMarlin.aspx#.ZAYCYXZByUk
405,candy bar vodka,Vodka,2927.0,http://www.completecocktails.com/Drinks/CandyBarKerplunk.aspx#.ZAYxznZByUk
406,candy cane,Garnish,2594.0,http://www.completecocktails.com/Drinks/ChristmasCheesecake.aspx#.ZAYkdXZByUk
407,candy floss syrup,General,1530.0,http://www.completecocktails.com/Drinks/LaPecheAttitude.aspx#.ZAYF0HZByUk
