,ingredient_amount,ingredient_unit,ingredient_name,type_string,type_num,cocktail_id,cocktail_name,ingredient_id,db_cocktail_ingredient_name,db_ingredient_name
3169,29.60,ml,"Rye, Rittenhouse 100",Whisky,4,565,Blood Orange,1600,"rye, rittenhouse 100","rye, rittenhouse 100"
3170,14.80,ml,"Cognac, Pierre Ferrand 1840",Brandy,5,565,Blood Orange,579,"cognac, pierre ferrand 1840","cognac, pierre ferrand 1840"
3171,44.40,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,565,Blood Orange,1732,"sweet vermouth, carpano antica formula","sweet vermouth, carpano antica formula"
3172,1,sli,Blood orange,Garnish,11,565,Blood Orange,291,blood orange,blood orange
3173,29.60,ml,Campari,Liqueur,10,566,Bloody American,395,campari,campari
3174,29.60,ml,Aperol,Liqueur,10,566,Bloody American,82,aperol,aperol
3175,29.60,ml,Blood Orange Juice,General,0,566,Bloody American,293,blood orange juice,blood orange juice
3176,1,spl,Seltzer water (to taste),General,0,566,Bloody American,1845,seltzer water (to taste),water
3177,1,sli,Blood orange,Garnish,11,566,Bloody American,291,blood orange,blood orange
3178,59.10,ml,"Gin, Art in the Age Sage",Gin,1,567,Bloody Nocturne,820,"gin, art in the age sage","gin, art in the age sage"
3179,14.80,ml,Pickle,General,0,567,Bloody Nocturne,1894,pickle,pickle
3180,14.80,ml,Ancho Reyes Verde chile liqueur,Liqueur,10,567,Bloody Nocturne,70,ancho reyes verde chile liqueur,ancho reyes verde chile liqueur
3181,2,ds,"Bitters, FIlthy Dirty Cocktail Spice",General,0,567,Bloody Nocturne,244,"bitters, filthy dirty cocktail spice","bitters, filthy dirty cocktail spice"
3182,3,pn,Salt,General,0,567,Bloody Nocturne,1613,salt,salt
3183,44.40,ml,Lemon vodka (Charbay Meyer Lemon),Vodka,3,568,Blue Monday,1090,lemon vodka (charbay meyer lemon),lemon vodka (charbay meyer lemon)
3184,14.80,ml,Gran Classico,General,0,568,Blue Monday,898,gran classico,gran classico
3185,29.60,ml,"Simple syrup (Blueberry Wine Syrup, Recipe Below)",General,0,568,Blue Monday,1656,"simple syrup (blueberry wine syrup, recipe below)",simple syrup
3186,14.80,ml,Lemon juice,General,0,568,Blue Monday,1085,lemon juice,lemon juice
3187,3,,Blueberry,Garnish,11,568,Blue Monday,303,blueberry,blueberry
3188,59.10,ml,"Gin, Bombay Sapphire",Gin,1,569,Blue Pegu,828,"gin, bombay sapphire","gin, bombay sapphire"
3189,22.20,ml,Blue Curaçao,Liqueur,10,569,Blue Pegu,299,blue curaçao,blue curaçao
3190,14.80,ml,Lime juice,General,0,569,Blue Pegu,1118,lime juice,lime juice
3191,1,ds,"Bitters, Angostura",General,0,569,Blue Pegu,73,"bitters, angostura",bitters
3192,1,ds,"Orange bitters, Angostura",General,0,569,Blue Pegu,1264,"orange bitters, angostura",orange bitters
3193,1,twst,Lime peel,General,0,569,Blue Pegu,1122,lime peel,lime peel
3194,44.40,ml,"Vodka, Reyka",Vodka,3,570,Blueberry Sour,1833,"vodka, reyka","vodka, reyka"
3195,22.20,ml,Lemon juice,General,0,570,Blueberry Sour,1085,lemon juice,lemon juice
3196,14.80,ml,Honey syrup (clover),General,0,570,Blueberry Sour,970,honey syrup (clover),honey syrup
3197,7.40,ml,"Jasmine Liqueur, Koval",Liqueur,10,570,Blueberry Sour,1039,"jasmine liqueur, koval","jasmine liqueur, koval"
3198,1⁄4,c,Blueberry,Garnish,11,570,Blueberry Sour,303,blueberry,blueberry
3199,29.60,ml,Egg white,General,0,570,Blueberry Sour,730,egg white,egg
3200,44.40,ml,Blended Scotch,Whisky,4,571,Blues from a Gun,280,blended scotch,blended scotch
3201,14.80,ml,Islay Scotch,Whisky,4,571,Blues from a Gun,1000,islay scotch,islay scotch
3202,11.10,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,571,Blues from a Gun,960,"herbal liqueur, yellow chartreuse","herbal liqueur, yellow chartreuse"
3203,11.10,ml,Bénédictine,General,0,571,Blues from a Gun,375,bénédictine,bénédictine
3204,1,ds,Peychaud's Bitters,General,0,571,Blues from a Gun,1389,peychaud's bitters,peychaud's bitters
3205,10,dr,Absinthe,Spirits,21,571,Blues from a Gun,1,absinthe,absinthe
3206,1,twst,Lemon peel,Garnish,11,571,Blues from a Gun,1087,lemon peel,lemon peel
3207,29.60,ml,Fernet Branca,Spirits,21,572,Body Shop,755,fernet branca,fernet branca
3208,29.60,ml,Campari,Liqueur,10,572,Body Shop,395,campari,campari
3209,14.80,ml,Ginger-Honey Syrup,General,0,572,Body Shop,970,ginger-honey syrup,honey syrup
3210,14.80,ml,Lemon juice,General,0,572,Body Shop,1085,lemon juice,lemon juice
3211,3.70,ml,Islay Scotch,Whisky,4,572,Body Shop,1000,islay scotch,islay scotch
3212,29.60,ml,Cynar,Liqueur,10,573,Bodhicitta,653,cynar,cynar
3213,44.40,ml,"Coconut Rum, Malibu",Rum,2,573,Bodhicitta,546,"coconut rum, malibu","coconut rum, malibu"
3214,1,,Egg white,General,0,573,Bodhicitta,730,egg white,egg
3215,14.80,ml,Ginger syrup,General,0,573,Bodhicitta,879,ginger syrup,ginger syrup
3216,14.80,ml,Lime juice,General,0,573,Bodhicitta,1118,lime juice,lime juice
3217,1,pn,Cayenne Pepper,Garnish,11,573,Bodhicitta,434,cayenne pepper,cayenne pepper
3218,1,sli,Ginger,Garnish,11,573,Bodhicitta,866,ginger,ginger
3219,59.10,ml,"Gin, Hendrick's",Gin,1,574,The Bonal Cabal,842,"gin, hendrick's","gin, hendrick's"
3220,29.60,ml,Bonal Gentiane Quina,Wine,8,574,The Bonal Cabal,318,bonal gentiane quina,bonal gentiane quina
3221,7.40,ml,Hum,Liqueur,10,574,The Bonal Cabal,981,hum,hum
3222,1,twst,Orange peel,General,0,574,The Bonal Cabal,1289,orange peel,orange peel
3223,29.60,ml,"Aromatized wine, Cocchi Vermouth di Torino",Wine,8,575,Bonbon Amer,128,"aromatized wine, cocchi vermouth di torino","aromatized wine, cocchi vermouth di torino"
3224,29.60,ml,Amaro Montenegro,Liqueur,10,575,Bonbon Amer,46,amaro montenegro,amaro montenegro
3225,22.20,ml,"Spiced Rum, Sailor Jerry",Rum,2,575,Bonbon Amer,1696,"spiced rum, sailor jerry","spiced rum, sailor jerry"
3226,3,ds,"Bitters, Bittermens 'Elemakule Tiki",General,0,575,Bonbon Amer,209,"bitters, bittermens 'elemakule tiki",bitters
3227,1,sli,Grapefruit,Garnish,11,575,Bonbon Amer,904,grapefruit,grapefruit
3228,1,lf,Mint,Garnish,11,575,Bonbon Amer,1212,mint,mint
3229,44.40,ml,"Gin, Sipsmith (VJOP)",Gin,1,576,Bonjour Farrokh,854,"gin, sipsmith (vjop)","gin, sipsmith (vjop)"
3230,22.20,ml,"Triple sec, Cointreau",Liqueur,10,576,Bonjour Farrokh,1793,"triple sec, cointreau","triple sec, cointreau"
3231,22.20,ml,Lemon juice,General,0,576,Bonjour Farrokh,1085,lemon juice,lemon juice
3232,7.40,ml,"Grapefruit liqueur, Combier Pamplemousse Rose",Liqueur,10,576,Bonjour Farrokh,912,"grapefruit liqueur, combier pamplemousse rose","grapefruit liqueur, combier pamplemousse rose"
3233,1,bsp,Simple syrup (*dhansak masala infused),General,0,576,Bonjour Farrokh,1656,simple syrup (*dhansak masala infused),simple syrup
3234,4,ds,"Parfait Amour, Marie Brizard",Liqueur,10,576,Bonjour Farrokh,1325,"parfait amour, marie brizard","parfait amour, marie brizard"
3235,1,twst,Orange peel,General,0,576,Bonjour Farrokh,1289,orange peel,orange peel
3236,44.40,ml,"Bourbon, Bulleit",Whisky,4,577,The Book Deal,325,"bourbon, bulleit","bourbon, bulleit"
3237,29.60,ml,Campari,Liqueur,10,577,The Book Deal,395,campari,campari
3238,22.20,ml,Cynar,Liqueur,10,577,The Book Deal,653,cynar,cynar
3239,7.40,ml,Fernet Branca,Spirits,21,577,The Book Deal,755,fernet branca,fernet branca
3240,1,bsp,"Cherry Syrup, Luxardo",General,0,577,The Book Deal,465,"cherry syrup, luxardo",cherry syrup
3241,2,ds,"Bitters, Bitter Truth Chocolate (Spiced Chocolate)",General,0,577,The Book Deal,983,"bitters, bitter truth chocolate (spiced chocolate)",ice
3242,3,,"Cherry, Luxardo",Garnish,11,577,The Book Deal,450,"cherry, luxardo",cherry
3243,29.60,ml,Fernet Vallet,Liqueur,10,578,Border Patrol,756,fernet vallet,fernet vallet
3244,29.60,ml,"Mezcal, Del Maguey Vida",Mezcal,20,578,Border Patrol,1203,"mezcal, del maguey vida","mezcal, del maguey vida"
3245,29.60,ml,Lime juice,General,0,578,Border Patrol,1118,lime juice,lime juice
3246,14.80,ml,Demerara syrup,General,0,578,Border Patrol,683,demerara syrup,demerara syrup
3247,1,pn,Salt (or Saline solution),General,0,578,Border Patrol,1613,salt (or saline solution),salt
3248,44.40,ml,"Gin, St. George Dry Rye",Whisky,4,579,Boot & Rally,857,"gin, st. george dry rye","gin, st. george dry rye"
3249,22.20,ml,Gran Classico,General,0,579,Boot & Rally,898,gran classico,gran classico
3250,22.20,ml,"Sweet vermouth, Carpano Punt e Mes",Wine,8,579,Boot & Rally,1734,"sweet vermouth, carpano punt e mes","sweet vermouth, carpano punt e mes"
3251,1,t,"Maraschino Liqueur, Luxardo",Liqueur,10,579,Boot & Rally,1163,"maraschino liqueur, luxardo","maraschino liqueur, luxardo"
3252,2,ds,"Orange bitters, Angostura",General,0,579,Boot & Rally,1264,"orange bitters, angostura",orange bitters
3253,44.40,ml,Gin,Gin,1,580,Boston Lady,802,gin,gin
3254,22.20,ml,Lemon juice,General,0,580,Boston Lady,1085,lemon juice,lemon juice
3255,14.80,ml,Apricot liqueur,Liqueur,10,580,Boston Lady,109,apricot liqueur,apricot liqueur
3256,7.40,ml,Grenadine,General,0,580,Boston Lady,933,grenadine,grenadine
3257,1,,Egg white,General,0,580,Boston Lady,730,egg white,egg
3258,44.40,ml,"Bourbon, New Holland Beer Barrel Bourbon",Whisky,4,581,Boulevardon,342,"bourbon, new holland beer barrel bourbon","bourbon, new holland beer barrel bourbon"
3259,29.60,ml,Averna,Liqueur,10,581,Boulevardon,137,averna,averna
3260,29.60,ml,"Sweet vermouth, Carpano Antica Formula",Wine,8,581,Boulevardon,1732,"sweet vermouth, carpano antica formula","sweet vermouth, carpano antica formula"
3261,29.60,ml,Hum,Liqueur,10,582,Le Bourdonnement,981,hum,hum
3262,29.60,ml,"Gin, Citadelle",Gin,1,582,Le Bourdonnement,833,"gin, citadelle","gin, citadelle"
3263,29.60,ml,"Aromatized wine, Lillet Blanc",Wine,8,582,Le Bourdonnement,132,"aromatized wine, lillet blanc","aromatized wine, lillet blanc"
3264,2,ds,Orange bitters (Regan's),General,0,582,Le Bourdonnement,1264,orange bitters (regan's),orange bitters
3265,44.40,ml,Smooth Ambler Barrel Aged Gin,Gin,1,583,Br'er Rabbit,1669,smooth ambler barrel aged gin,smooth ambler barrel aged gin
3266,14.80,ml,"Herbal liqueur, Chartreuse",Liqueur,10,583,Br'er Rabbit,956,"herbal liqueur, chartreuse","herbal liqueur, chartreuse"
3267,29.60,ml,Carrot juice,General,0,583,Br'er Rabbit,426,carrot juice,carrot juice
3268,4,ds,"Bitters, Bitter Truth Celery",General,0,583,Br'er Rabbit,437,"bitters, bitter truth celery","bitters, bitter truth"
3269,59.10,ml,Rye,Whisky,4,584,The Bowery,1584,rye,rye
3270,14.80,ml,Amontillado Sherry,Wine,8,584,The Bowery,64,amontillado sherry,amontillado sherry
3271,7.40,ml,Ramazzotti,Liqueur,10,584,The Bowery,1468,ramazzotti,ramazzotti
3272,7.40,ml,Apricot liqueur,Liqueur,10,584,The Bowery,109,apricot liqueur,apricot liqueur
3273,1,rinse,Absinthe,Spirits,21,584,The Bowery,1,absinthe,absinthe
3274,1,twst,Orange peel,General,0,584,The Bowery,1289,orange peel,orange peel
3275,44.40,ml,Singani (or Pisco),Brandy,5,585,Brandy & Bubbles (Shoofly),1657,singani (or pisco),singani (or pisco)
3276,7.40,ml,Floc de Gascogne (or white pineau des charentes),Wine,8,585,Brandy & Bubbles (Shoofly),769,floc de gascogne (or white pineau des charentes),floc de gascogne (or white pineau des charentes)
3277,59.10,ml,Champagne (dry),Wine,8,585,Brandy & Bubbles (Shoofly),444,champagne (dry),champagne
3278,14.80,ml,Honey syrup (1:1),General,0,585,Brandy & Bubbles (Shoofly),970,honey syrup (1:1),honey syrup
3279,7.40,ml,Ginger syrup,General,0,585,Brandy & Bubbles (Shoofly),879,ginger syrup,ginger syrup
3280,2,ds,Acid phosphate,General,0,585,Brandy & Bubbles (Shoofly),12,acid phosphate,acid phosphate
3281,1,ds,"Bitters, Bittermens 'Elemakule Tiki",General,0,585,Brandy & Bubbles (Shoofly),209,"bitters, bittermens 'elemakule tiki",bitters
3282,3,dr,Orange flower water,General,0,585,Brandy & Bubbles (Shoofly),1273,orange flower water,orange flower water
3283,44.40,ml,Gin,Gin,1,586,Bramble Bee,802,gin,gin
3284,14.80,ml,Plum eau-de-vie,General,0,586,Bramble Bee,1431,plum eau-de-vie,plum
3285,19.70,ml,Lemon juice,General,0,586,Bramble Bee,1085,lemon juice,lemon juice
3286,9.90,ml,Honey syrup (2:1),General,0,586,Bramble Bee,970,honey syrup (2:1),honey syrup
3287,3,,Blueberry,General,0,586,Bramble Bee,302,blueberry,blueberry
3288,59.10,ml,Cognac,Brandy,5,587,Brandy Alexander,572,cognac,cognac
3289,29.60,ml,Crème de Cacao (brown),Liqueur,10,587,Brandy Alexander,624,crème de cacao (brown),crème de cacao (brown)
3290,29.60,ml,Half and Half,General,0,587,Brandy Alexander,943,half and half,half and half
3291,1,pn,Nutmeg (fresh grated),General,0,587,Brandy Alexander,1245,nutmeg (fresh grated),nutmeg
3292,59.10,ml,Cognac,Brandy,5,588,Brandy Crusta,572,cognac,cognac
3293,1,bsp,Curaçao,Liqueur,10,588,Brandy Crusta,648,curaçao,curaçao
3294,1,ds,"Bitters, Boker's (or Angostura)",General,0,588,Brandy Crusta,229,"bitters, boker's (or angostura)","bitters, boker's"
3295,1⁄2,t,Lemon juice,Garnish,11,588,Brandy Crusta,1084,lemon juice,lemon juice
3296,1⁄4,c,Sugar,Garnish,11,588,Brandy Crusta,1719,sugar,sugar
3297,1⁄2,,Lemon,Garnish,11,588,Brandy Crusta,1079,lemon,lemon
3298,22.20,ml,"Rye, Rittenhouse 100",Whisky,4,589,"Brat Prince, pt. deux",1600,"rye, rittenhouse 100","rye, rittenhouse 100"
3299,22.20,ml,Calvados (or Laird's bonded applejack),Brandy,5,589,"Brat Prince, pt. deux",389,calvados (or laird's bonded applejack),calvados
3300,22.20,ml,Sweet vermouth,Wine,8,589,"Brat Prince, pt. deux",1729,sweet vermouth,sweet vermouth
3301,14.80,ml,Fernet Branca,Spirits,21,589,"Brat Prince, pt. deux",755,fernet branca,fernet branca
3302,7.40,ml,Maraschino Liqueur,Liqueur,10,589,"Brat Prince, pt. deux",1162,maraschino liqueur,maraschino liqueur
3303,1,ds,"Bitters, Fee Brothers (Whiskey Barrel Aged)",Whisky,4,589,"Brat Prince, pt. deux",1855,"bitters, fee brothers (whiskey barrel aged)",whiskey
3304,44.40,ml,"Old Tom Gin, Hayman's",Gin,1,590,British Buck,1252,"old tom gin, hayman's","old tom gin, hayman's"
3305,22.20,ml,Lime juice,General,0,590,British Buck,1118,lime juice,lime juice
3306,14.80,ml,Simple syrup (Cucumber syrup),General,0,590,British Buck,1656,simple syrup (cucumber syrup),simple syrup
3307,3,ds,"Bitters, Fee Brothers Rhubarb",General,0,590,British Buck,1498,"bitters, fee brothers rhubarb",rhubarb
3308,59.10,ml,Ginger beer,General,0,590,British Buck,869,ginger beer,ginger beer
3309,44.40,ml,Rye (Rittenhouse Bonded),Whisky,4,591,Broadway Nights,1588,rye (rittenhouse bonded),rye (rittenhouse bonded)
3310,14.80,ml,Mezcal,Mezcal,20,591,Broadway Nights,1190,mezcal,mezcal
3311,14.80,ml,Sweet vermouth,Wine,8,591,Broadway Nights,1729,sweet vermouth,sweet vermouth
3312,7.40,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,591,Broadway Nights,957,"herbal liqueur, green chartreuse","herbal liqueur, green chartreuse"
3313,7.40,ml,"Curaçao, Pierre Ferrand Dry",Liqueur,10,591,Broadway Nights,649,"curaçao, pierre ferrand dry","curaçao, pierre ferrand dry"
3314,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,591,Broadway Nights,228,"bitters, bittermens xocolatl mole","bitters, bittermens xocolatl mole"
3315,1,twst,Orange peel,Garnish,11,591,Broadway Nights,1290,orange peel,orange peel
3316,59.10,ml,"Bourbon, Woodford Reserve",Whisky,4,592,Brown Billycock,346,"bourbon, woodford reserve","bourbon, woodford reserve"
3317,14.80,ml,Honey syrup (1:1),General,0,592,Brown Billycock,970,honey syrup (1:1),honey syrup
3318,7.40,ml,Lemon juice,General,0,592,Brown Billycock,1085,lemon juice,lemon juice
3319,4,ds,"Grapefruit bitters, Fee Brothers",General,0,592,Brown Billycock,906,"grapefruit bitters, fee brothers",grapefruit bitters
3320,118.30,ml,Grapefruit soda,General,0,592,Brown Billycock,915,grapefruit soda,grapefruit soda
3321,1,sli,Lemon,General,0,592,Brown Billycock,1080,lemon,lemon
3322,29.60,ml,"Bourbon, Maker's Mark",Whisky,4,593,Brown Mountain Lights,339,"bourbon, maker's mark","bourbon, maker's mark"
3323,14.80,ml,"Pear liqueur, Marie Brizard",Liqueur,10,593,Brown Mountain Lights,1373,"pear liqueur, marie brizard","pear liqueur, marie brizard"
3324,29.60,ml,Lemon juice,General,0,593,Brown Mountain Lights,1085,lemon juice,lemon juice
3325,29.60,ml,Egg white,General,0,593,Brown Mountain Lights,730,egg white,egg
3326,22.20,ml,Maple syrup,General,0,593,Brown Mountain Lights,1160,maple syrup,maple syrup
3327,2,ds,"Bitters, Fee Brothers Old Fashion",General,0,593,Brown Mountain Lights,242,"bitters, fee brothers old fashion","bitters, fee brothers old fashion"
3328,59.10,ml,Speyside Scotch (Glen Moray Port Cask Finished),Whisky,4,594,Bruceland Sour,1686,speyside scotch (glen moray port cask finished),speyside scotch (glen moray port cask finished)
3329,29.60,ml,Meyer lemon juice,General,0,594,Bruceland Sour,1189,meyer lemon juice,meyer lemon juice
3330,14.80,ml,"Ginger liqueur, Domaine de Canton",Liqueur,10,594,Bruceland Sour,874,"ginger liqueur, domaine de canton","ginger liqueur, domaine de canton"
3331,14.80,ml,Egg white,General,0,594,Bruceland Sour,730,egg white,egg
3332,7.40,ml,Tawny port (Porto Kopke),Wine,8,594,Bruceland Sour,1757,tawny port (porto kopke),tawny port (porto kopke)
3333,1,bsp,Rich simple syrup 2:1,General,0,594,Bruceland Sour,1656,rich simple syrup 2:1,simple syrup
3334,3,,Brandied cherry,Garnish,11,594,Bruceland Sour,450,brandied cherry,cherry
3335,59.10,ml,"Gin, Beefeater (Earl Grey-infused)",Gin,1,595,Bulwer-Lytton,824,"gin, beefeater (earl grey-infused)","gin, beefeater (earl grey-infused)"
3336,88.70,ml,Ginger beer,General,0,595,Bulwer-Lytton,869,ginger beer,ginger beer
3337,2,ds,Lavender bitters,General,0,595,Bulwer-Lytton,1076,lavender bitters,lavender bitters
3338,1,wdg,Lime,General,0,595,Bulwer-Lytton,1113,lime,lime
3339,1,wdg,Bergamot orange,General,0,595,Bulwer-Lytton,189,bergamot orange,bergamot orange
3340,29.60,ml,Mezcal,Mezcal,20,596,Bull Ramos Fizz,1190,mezcal,mezcal
3341,29.60,ml,Fino sherry,Wine,8,596,Bull Ramos Fizz,763,fino sherry,fino sherry
3342,22.20,ml,Lemon juice,General,0,596,Bull Ramos Fizz,1085,lemon juice,lemon juice
3343,14.80,ml,Orgeat,General,0,596,Bull Ramos Fizz,1299,orgeat,orgeat
3344,7.40,ml,Vanilla syrup,General,0,596,Bull Ramos Fizz,1813,vanilla syrup,vanilla syrup
3345,14.80,ml,Egg white,General,0,596,Bull Ramos Fizz,730,egg white,egg
3346,29.60,ml,Soda water,General,0,596,Bull Ramos Fizz,1671,soda water,soda water
3347,59.10,ml,Jamaican rum (Blackwell),Rum,2,597,Bundt Cake Buddha,1020,jamaican rum (blackwell),jamaican rum (blackwell)
3348,22.20,ml,"Aromatized wine, Dubonnet Rouge",Wine,8,597,Bundt Cake Buddha,130,"aromatized wine, dubonnet rouge","aromatized wine, dubonnet rouge"
3349,22.20,ml,Cynar,Liqueur,10,597,Bundt Cake Buddha,653,cynar,cynar
3350,7.40,ml,Bénédictine,General,0,597,Bundt Cake Buddha,375,bénédictine,bénédictine
3351,7.40,ml,"Orange liqueur, Combier L'Original Liqueur D'Orange",Liqueur,10,597,Bundt Cake Buddha,1281,"orange liqueur, combier l'original liqueur d'orange","orange liqueur, combier l'original liqueur d'orange"
3352,1,sli,Orange,Garnish,11,597,Bundt Cake Buddha,1263,orange,orange
3353,1,twst,Orange peel,General,0,597,Bundt Cake Buddha,1289,orange peel,orange peel
3354,29.60,ml,Gin,Gin,1,598,Buono Whistler,802,gin,gin
3355,29.60,ml,Amaro Montenegro,Liqueur,10,598,Buono Whistler,46,amaro montenegro,amaro montenegro
3356,29.60,ml,Dry vermouth,Wine,8,598,Buono Whistler,708,dry vermouth,dry vermouth
3357,14.80,ml,Honey syrup (ginger-infused),General,0,598,Buono Whistler,970,honey syrup (ginger-infused),honey syrup
3358,14.80,ml,Lime juice,General,0,598,Buono Whistler,1118,lime juice,lime juice
3359,29.60,ml,Mezcal,Mezcal,20,599,Burdick's Cocktail,1190,mezcal,mezcal
3360,29.60,ml,Dry vermouth,Wine,8,599,Burdick's Cocktail,708,dry vermouth,dry vermouth
3361,29.60,ml,Byrrh,Wine,8,599,Burdick's Cocktail,373,byrrh,byrrh
3362,7.40,ml,Crème de Cacao,Liqueur,10,599,Burdick's Cocktail,623,crème de cacao,crème de cacao
3363,1,ds,Peychaud's Bitters,General,0,599,Burdick's Cocktail,1389,peychaud's bitters,peychaud's bitters
3364,1,twst,Lemon peel,Garnish,11,599,Burdick's Cocktail,1087,lemon peel,lemon peel
3365,44.40,ml,"Scotch, Compass Box Peat Monster",Whisky,4,600,"Butter, Lemon, Smoke",1629,"scotch, compass box peat monster","scotch, compass box peat monster"
3366,29.60,ml,"Brandy, Camus VS",Brandy,5,600,"Butter, Lemon, Smoke",355,"brandy, camus vs","brandy, camus vs"
3367,22.20,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,600,"Butter, Lemon, Smoke",957,"herbal liqueur, green chartreuse","herbal liqueur, green chartreuse"
3368,22.20,ml,Bénédictine,General,0,600,"Butter, Lemon, Smoke",375,bénédictine,bénédictine
3369,1,twst,Lemon peel,Garnish,11,600,"Butter, Lemon, Smoke",1087,lemon peel,lemon peel
3370,59.10,ml,"Rye, Rittenhouse",Whisky,4,601,Bzzzt!,1599,"rye, rittenhouse","rye, rittenhouse"
3371,14.80,ml,"Maraschino Liqueur, Luxardo",Liqueur,10,601,Bzzzt!,1163,"maraschino liqueur, luxardo","maraschino liqueur, luxardo"
3372,7.40,ml,Fernet Branca,Spirits,21,601,Bzzzt!,755,fernet branca,fernet branca
3373,1,bsp,Maraschino cherry syrup,General,0,601,Bzzzt!,465,maraschino cherry syrup,cherry syrup
3374,2,ds,Chocolate bitters,General,0,601,Bzzzt!,483,chocolate bitters,chocolate bitters
3375,1,,Maraschino cherry,Garnish,11,601,Bzzzt!,450,maraschino cherry,cherry
3376,44.40,ml,"Cognac, Louis Royer VSOP Force 53",Brandy,5,602,C'est La Vie,577,"cognac, louis royer vsop force 53","cognac, louis royer vsop force 53"
3377,22.20,ml,Bigallet China China,Liqueur,10,602,C'est La Vie,198,bigallet china china,bigallet china china
3378,14.80,ml,"Rye, Jim Beam",Whisky,4,602,C'est La Vie,1594,"rye, jim beam","rye, jim beam"
3379,7.40,ml,"Sherry, Lustau Pedro Ximenez",Wine,8,602,C'est La Vie,1651,"sherry, lustau pedro ximenez","sherry, lustau pedro ximenez"
3380,2,ds,"Bitters, Brooklyn Hemispherical Bitters Black Mission Fig",General,0,602,C'est La Vie,230,"bitters, brooklyn hemispherical bitters black mission fig","bitters, brooklyn hemispherical bitters black mission fig"
3381,739.30,ml,"Gin, Beefeater",Gin,1,603,Caesarea Cocktail,823,"gin, beefeater","gin, beefeater"
3382,247.70,ml,Aperol,Liqueur,10,603,Caesarea Cocktail,82,aperol,aperol
3383,147.90,ml,Simple syrup (infused with 15 basil leaves),General,0,603,Caesarea Cocktail,1656,simple syrup (infused with 15 basil leaves),simple syrup
3384,12,?,Cucumber,General,0,603,Caesarea Cocktail,642,cucumber,cucumber
3385,6,spg,Basil,General,0,603,Caesarea Cocktail,170,basil,basil
3386,10,?,Lemon,General,0,603,Caesarea Cocktail,1080,lemon,lemon
3387,22.20,ml,"Rye, Rittenhouse",Whisky,4,604,Calexico,1599,"rye, rittenhouse","rye, rittenhouse"
3388,22.20,ml,"Herbal liqueur, Green Chartreuse",Liqueur,10,604,Calexico,957,"herbal liqueur, green chartreuse","herbal liqueur, green chartreuse"
3389,29.60,ml,"Aquavit, Linie",Spirits,21,604,Calexico,119,"aquavit, linie","aquavit, linie"
3390,14.80,ml,Ancho Reyes Verde chile liqueur,Liqueur,10,604,Calexico,70,ancho reyes verde chile liqueur,ancho reyes verde chile liqueur
3391,2,ds,"Bitters, Bittermens Xocolatl Mole",General,0,604,Calexico,228,"bitters, bittermens xocolatl mole","bitters, bittermens xocolatl mole"
3392,1,twst,Lemon peel,Garnish,11,604,Calexico,1087,lemon peel,lemon peel
3393,37.00,ml,Rye,Whisky,4,605,Call of the Wild,1584,rye,rye
3394,37.00,ml,Old Tom Gin (or London Dry Gin),Gin,1,605,Call of the Wild,1250,old tom gin (or london dry gin),old tom gin
3395,14.80,ml,Bénédictine,General,0,605,Call of the Wild,375,bénédictine,bénédictine
3396,14.80,ml,"Herbal liqueur, Yellow Chartreuse",Liqueur,10,605,Call of the Wild,960,"herbal liqueur, yellow chartreuse","herbal liqueur, yellow chartreuse"
3397,2,ds,Orange bitters,General,0,605,Call of the Wild,1264,orange bitters,orange bitters
3398,1,twst,Lemon peel,Garnish,11,605,Call of the Wild,1087,lemon peel,lemon peel
3399,29.60,ml,Rye,Whisky,4,606,El Camino,1584,rye,rye
3400,29.60,ml,Aperol,Liqueur,10,606,El Camino,82,aperol,aperol
3401,29.60,ml,Fernet Branca,Spirits,21,606,El Camino,755,fernet branca,fernet branca
3402,1,twst,Lemon peel,Garnish,11,606,El Camino,1087,lemon peel,lemon peel
3403,44.40,ml,Campari,Liqueur,10,607,Campari Sour,395,campari,campari
3404,22.20,ml,Lime juice,General,0,607,Campari Sour,1118,lime juice,lime juice
3405,14.80,ml,Elderflower Syrup,General,0,607,Campari Sour,740,elderflower syrup,elderflower syrup
3406,44.40,ml,Rye (Rittenhouse Bonded),Whisky,4,608,Campo Viejo,1588,rye (rittenhouse bonded),rye (rittenhouse bonded)
3407,14.80,ml,Mezcal,Mezcal,20,608,Campo Viejo,1190,mezcal,mezcal
3408,14.80,ml,Fernet Branca,Spirits,21,608,Campo Viejo,755,fernet branca,fernet branca
3409,14.80,ml,Bénédictine,General,0,608,Campo Viejo,375,bénédictine,bénédictine
3410,1,ds,"Bitters, Angostura",General,0,608,Campo Viejo,73,"bitters, angostura",bitters
3411,1,ds,"Bitters, Bittermens Xocolatl Mole",General,0,608,Campo Viejo,228,"bitters, bittermens xocolatl mole","bitters, bittermens xocolatl mole"
3412,44.40,ml,Scotch,Whisky,4,609,Canongate,1622,scotch,scotch
3413,44.40,ml,Aperol,Liqueur,10,609,Canongate,82,aperol,aperol
