,name,img,ingredients,recipe,garnish,glass,url
659,Ginger Man,http://www.completecocktails.com/img/d/l/GingerMan.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Vodka (Effen)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Ginger Syrup'}, {'amount': '1', 'unit': 'dash', 'name': 'Bitters'}, {'amount': '5', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Beer - to fill'}]","Muddle mint, ginger syrup and lime juice in the bottom of a cocktail shaker. Add Effen vodka, bitters and ice, and shake well. Strain into a highball glass full of ice and top with chilled ginger beer. Garnish with more mint. ",['Mint'],Highball Glass,http://www.completecocktails.com/Drinks/GingerMan.aspx#.ZAYNEnZByUk
660,Ginger Martini,http://www.completecocktails.com/img/d/l/GingerMartini.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Ginger Liqueur (DeKuyper)'}, {'amount': '1', 'unit': 'oz', 'name': 'Vodka (Effen or SKYY)'}]",Shake ginger liqueur and vodka with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/GingerMartini.aspx#.ZAYNFnZByUk
661,Ginger Snap Cocktail,http://www.completecocktails.com/img/d/l/GingerSnapCocktail.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Ginger Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Butterscotch Schnapps (DeKuyper Buttershots)'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Cinnamon'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Nutmeg'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Clove'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Ginger'}]","Coat the rim of a cocktail glass with a mixture of cinnamon and nutmeg. Muddle cinnamon, nutmeg, clove, ginger and simple syrup in a cocktail shaker. Add ice, vodka, ginger liqueur and butterscotch schnapps and shake well. Strain into the glass and serve with ginger snap cookies. ","['Nutmeg', ' Cinnamon']",Cocktail Glass,http://www.completecocktails.com/Drinks/GingerSnapCocktail.aspx#.ZAYNGnZByUk
662,Gingersnap,http://www.completecocktails.com/img/d/l/gingersnap.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Ginger Wine'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}]","Add ice to an old-fashioned glass. Add vodka and ginger wine, and stir gently. Top with chilled club soda, and serve. ",[],Rocks Glass,http://www.completecocktails.com/Drinks/Gingersnap.aspx#.ZAYNH3ZByUk
663,Ginza Mary,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1', 'unit': 'oz', 'name': 'Sake'}, {'amount': '2', 'unit': 'oz', 'name': 'Tomato Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '3', 'unit': 'dashes', 'name': 'Tabasco Sauce'}, {'amount': '2', 'unit': 'dashes', 'name': 'Soy Sauce'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Black Pepper - to taste'}]",Stir all ingredients with ice in a mixing glass. Strain into a rocks glass full of ice. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/GinzaMary.aspx#.ZAYNI3ZByUk
664,Godmother,http://www.completecocktails.com/img/d/l/Godmother.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Amaretto (Disaronno)'}, {'amount': '1-1/4', 'unit': 'oz', 'name': 'Vodka'}]",Fill a rocks glass with ice. Add Disaronno and vodka and stir gently. ,[],Rocks Glass,http://www.completecocktails.com/Drinks/Godmother.aspx#.ZAYNJ3ZByUk
665,Golden Dream,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Goldschlager'}, {'amount': '1', 'unit': 'oz', 'name': 'Vodka'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon-lime Soda (Sprite)'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Fill a highball glass with ice. Add vodka and Goldschlager, then fill with Sprite. Stir gently and garnish with a lemon slice. ",['Lemon'],Highball Glass,http://www.completecocktails.com/Drinks/GoldenDream.aspx#.ZAYNLHZByUk
666,Golden Frog,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1', 'unit': 'oz', 'name': 'Falernum'}, {'amount': '1', 'unit': 'oz', 'name': 'Strega'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'scoop', 'name': 'Ice - crushed'}]","Blend vodka, Falernum, Strega, lemon juice and a small scoop of crushed ice in a blender until slushy. Pour into a chilled cocktail glass. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/GoldenFrog.aspx#.ZAYNMHZByUk
667,Gran Central,http://www.completecocktails.com/img/d/l/GranCentral.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Orange Liqueur (Gran Gala Triple Orange)'}, {'amount': '1', 'unit': 'oz', 'name': 'Vodka (Orzel)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Sugar - to coat the rim'}, {'amount': '2', 'unit': 'wedges', 'name': 'Lemon'}]","Wet the rim of the shot glasses, then dip into sugar to coat the rims. Shake vodka, orange liqueur, simple syrup and lemon juice with ice in a cocktail shaker. Strain into the shot glasses and serve with lemon wedges. ",['Lemon'],Shot Glass,http://www.completecocktails.com/Drinks/GranCentral.aspx#.ZAYNNHZByUk
668,Grand Cosmpolitan,http://www.completecocktails.com/img/d/l/GrandCosmopolitan.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Grand Marnier'}, {'amount': '1', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Cranberry Juice'}, {'amount': 'null', 'unit': 'dash', 'name': 'Lemon Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,[],Cocktail Glass,http://www.completecocktails.com/Drinks/GrandCosmpolitan.aspx#.ZAYNOHZByUk
669,Grandpa Is Alive,http://www.completecocktails.com/img/d/l/Godfather.jpg,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Amaretto (Disaronno)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coffee Liqueur (Kahlua)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vodka'}]",Pour Kahlua into a chilled shot glass. Slowly pour Disaronno over the back of a spoon to form the middle layer. Repeat with vodka to form the top layer. ,[],Shot Glass,http://www.completecocktails.com/Drinks/GrandpaIsAlive.aspx#.ZAYNPnZByUk
670,Grasshopper Shot,http://www.completecocktails.com/img/d/l/GrasshopperShot.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Vodka (Stoli)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'White Creme de Cacao'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Green Creme de Menthe'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Light Cream'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled shot glass. Garnish with fresh mint and serve with chocolate mints. ,"['Chocolate', ' Lime']",Shot Glass,http://www.completecocktails.com/Drinks/GrasshopperShot.aspx#.ZAYNQnZByUk
671,Green Banana Collins,http://www.completecocktails.com/img/d/l/GreenBananaCollins.jpg,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Banana Liqueur (Bols Green Banana)'}, {'amount': '1-1/4', 'unit': 'oz', 'name': 'Vodka (Bols)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'null', 'name': 'Bols Banana Foam'}]","Shake Bols Green Banana liqueur, vodka, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a collins glass or highball glass full of ice. Fill with club soda and top with Bols Banana Foam liqueur. ",[],Cocktail Glass,http://www.completecocktails.com/Drinks/GreenBananaCollins.aspx#.ZAYNR3ZByUk
672,Green Dream,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Vodka'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'White Wine - Sauvignon blanc'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apple Liqueur (Wenneker Sour Apple)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Syrup'}, {'amount': '1/2', 'unit': 'inch', 'name': 'Cucumber'}]","Muddle cucumber and lemon syrup in the bottom of a cocktail shaker. Add ice and the remaining ingredients, and shake well. Strain into a chilled wine glass and serve. ",[],Wine Glass,http://www.completecocktails.com/Drinks/GreenDream.aspx#.ZAYNS3ZByUk
