,Unnamed: 0,name,img,ingredients,recipe,garnish,flavor,url,glass,content,rating,alcohol
2404,1810,Apple Annie Fruit Punch,http://www.completecocktails.com/img/g/l/PunchBowl.png,"[{'amount': '32', 'unit': 'oz', 'name': 'Apple Brandy (Applejack)'}, {'amount': '3', 'unit': 'oz', 'name': 'Raspberry Liqueur'}, {'amount': '10', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '8', 'unit': 'oz', 'name': 'Grapefruit Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '32', 'unit': 'oz', 'name': 'Lemon-lime Soda (Sprite or 7-Up)'}, {'amount': '1', 'unit': 'Orange', 'name': '- sliced thin'}, {'amount': '1', 'unit': 'Apple', 'name': '- sliced thin'}, {'amount': '1', 'unit': 'null', 'name': 'Lemon - sliced thin'}, {'amount': '1-2', 'unit': 'dozen', 'name': 'Raspberry'}]","Add apple brandy, raspberry liqueur and juices to a large pitcher, then stir well. Add a generous amount of ice, or one large ice cube. Add fruit slices and raspberries, then top with lemon-lime soda just before serving. ","['Orange', ' Apple', ' Lemon', ' Raspberry']",,http://www.completecocktails.com/Drinks/AppleAnnieFruitPunch.aspx#.ZAYhUHZByUk,Pitcher/Punch Bowl,,,
2405,1811,Apple Blossom,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Brandy'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Apple Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Mix brandy, apple juice and lemon juice with ice in a mixing glass. Strain into a rocks glass full of ice. Garnish with a slice of lemon. ",['Lemon'],,http://www.completecocktails.com/Drinks/AppleBlossom.aspx#.ZAYhV3ZByUk,Rocks Glass,,,
2406,1812,Apple Car,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Apple Brandy (Calvados)'}, {'amount': '1', 'unit': 'oz', 'name': 'Triple Sec (Wenneker)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,,,http://www.completecocktails.com/Drinks/AppleCar.aspx#.ZAYhW3ZByUk,Cocktail Glass,,,
2407,1813,Apple Comfort,http://www.completecocktails.com/img/d/l/AppleComfort.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Southern Comfort (100 Proof)'}, {'amount': '3', 'unit': 'oz', 'name': 'Apple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'Apple', 'name': '- sliced'}]","Fill a highball glass with ice. Add Southern Comfort 100 Proof, apple juice and lemon juice and stir. Garnish with apple slices. ",['Apple'],,http://www.completecocktails.com/Drinks/AppleComfort.aspx#.ZAYhX3ZByUk,Highball Glass,,,
2409,1815,Apple Ginger Sour,http://www.completecocktails.com/img/d/l/AppleGingerSour.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Pisco (Chilean)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'wedge', 'unit': 'Apple', 'name': '- green apple'}, {'amount': 'slice', 'unit': 'null', 'name': 'Ginger'}, {'amount': 'tsp', 'unit': 'null', 'name': 'Sugar'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Add all ingredients to a blender and blend on low speed until smooth. Pour into a chilled cocktail glass. Garnish with a slice of green apple and serve. ,['Apple'],,http://www.completecocktails.com/Drinks/AppleGingerSour.aspx#.ZAYhaHZByUk,Cocktail Glass,,,
2411,1817,Applecart,http://www.completecocktails.com/img/d/l/AppleCart.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Apple Brandy (Calvados)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice - yellow lemon'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. ,,,http://www.completecocktails.com/Drinks/Applecart.aspx#.ZAYhcHZByUk,Cocktail Glass,,,
2412,1818,Applejack Sour,http://www.completecocktails.com/img/g/l/SourGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Apple Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1-1/2', 'unit': 'tsp', 'name': 'Simple Syrup'}]","Shake the apple brandy, lemon juice and simple syrup well with ice in a cocktail shaker. Strain into a chilled sour glass. ",,,http://www.completecocktails.com/Drinks/ApplejackSour.aspx#.ZAYhdHZByUk,Sour Glass,,,
2414,1820,Apricot Brandy Rickey,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Mineral Water - to fill'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Fill a highball glass with ice. Add apricot brandy and lemon juice, then fill with mineral water. Stir gently and garnish with a lemon twist. ",['Lemon'],,http://www.completecocktails.com/Drinks/ApricotBrandyRickey.aspx#.ZAYhfXZByUk,Highball Glass,,,
2416,1822,Apricot Fizz,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Mineral Water'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon'}]","Shake apricot brandy, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with mineral water and garnish with a lemon twist. ",['Lemon'],,http://www.completecocktails.com/Drinks/ApricotFizz.aspx#.ZAYhh3ZByUk,Highball Glass,,,
2417,1823,Apricot Sour,http://www.completecocktails.com/img/g/l/SourGlass.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura Bitters'}, {'amount': '1', 'unit': 'dash', 'name': 'Egg - white'}, {'amount': '1', 'unit': 'wedge', 'name': 'Apricot - chopped'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a chilled sour glass. Garnish with a lemon slice and a maraschino cherry. ,"['Lemon', ' Maraschino Cherry']",,http://www.completecocktails.com/Drinks/ApricotSour.aspx#.ZAYhi3ZByUk,Sour Glass,,,
2418,1824,Apricot Sour Jameson,http://www.completecocktails.com/img/d/l/ApricotSourJameson.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Irish Whiskey (Jameson)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apricot Brandy'}, {'amount': '2', 'unit': 'Apricot', 'name': '- medium-sized'}, {'amount': '1', 'unit': 'oz', 'name': 'Apple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Remove the pits from the apricots, then muddle the apricots in the bottom of a cocktail shaker. Add ice and the remaining ingredients, and shake vigorously. Strain into a rocks glass full of ice, and garnish with a lemon twist. ",['Lemon'],,http://www.completecocktails.com/Drinks/ApricotSourJameson.aspx#.ZAYhkHZByUk,Rocks Glass,,,
2420,1826,Aqua Thunder,http://www.completecocktails.com/img/d/l/AquaThunder.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Midori Melon Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Blue Curacao'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Banana Liqueur - creme de bananes'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}]",Add large ice cubes to a highball glass. Pour in all ingredients except the club soda and stir. Top with club soda and garnish with a slice of lemon. ,['Lemon'],,http://www.completecocktails.com/Drinks/AquaThunder.aspx#.ZAYhm3ZByUk,Highball Glass,,,
2423,1829,Artist's Special,http://www.completecocktails.com/img/d/l/ArtistsSpecial.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Scotch Whiskey (Monkey Shoulder)'}, {'amount': '1', 'unit': 'oz', 'name': 'Sherry - amontillado sherry'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Red Currant Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'null', 'name': 'Red Currant'}]","Shake scotch, sherry, lemon juice and red currant syrup with ice in a cocktail shaker. Strain into a highball glass full of ice. Fill with club soda and garnish with redcurrant berries. ",['Redcurrant'],,http://www.completecocktails.com/Drinks/ArtistsSpecial.aspx#.ZAYhqnZByUk,Highball Glass,,,
2424,1830,Artlantic,http://www.completecocktails.com/img/d/l/Artlantic.jpg,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Amaretto (Disaronno)'}, {'amount': '1', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Blue Curacao'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '3', 'unit': 'oz', 'name': 'Apple Juice'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a highball glass full of ice and serve. ,,,http://www.completecocktails.com/Drinks/Artlantic.aspx#.ZAYhr3ZByUk,Highball Glass,,,
2426,1832,Atacama Pisco Sour,http://www.completecocktails.com/img/g/l/MargaritaGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Pisco'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Scotch Whiskey'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]","Blend Pisco, Scotch, lemon juice, simple syrup and ice until nearly smooth. Pour into a margarita glass. Garnish with freshly grated lemon peel. ",['Lemon'],,http://www.completecocktails.com/Drinks/AtacamaPiscoSour.aspx#.ZAYhuXZByUk,Margarita Glass,,,
2427,1833,Austin Sunset,http://www.completecocktails.com/img/d/l/AustinSunset.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Tequila - Silver (Patron)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Aperol'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake tequila, Aperol and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist. ",['Lemon'],,http://www.completecocktails.com/Drinks/AustinSunset.aspx#.ZAYhvXZByUk,Cocktail Glass,,,
2428,1834,Autumn In Jalisco,http://www.completecocktails.com/img/d/l/AutumnInJalisco.jpg,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Tequila - Silver'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Aperol'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Apple Brandy (Calvados)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Cinnamon'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne chilled'}]","Shake tequila, aperol, apple brandy and lemon juice with ice in a cocktail shaker. Strain into a chilled champagne flute. Top with champagne and garnish with a pinch of cinnamon. ",['Cinnamon'],,http://www.completecocktails.com/Drinks/AutumnInJalisco.aspx#.ZAYhwXZByUk,Champagne Glass,,,
2429,1835,Aveja Reina,http://www.completecocktails.com/img/d/l/AvejaReina.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Golden Rum (Bacardi)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Vanilla Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Honey'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}]","Fill a highball glass with ice. Add all ingredients and fill with club soda, then stir. Garnish with a fresh flower. ",['Flowers'],,http://www.completecocktails.com/Drinks/AvejaReina.aspx#.ZAYhxXZByUk,Highball Glass,,,
2434,1840,Aztec Punch,http://www.completecocktails.com/img/g/l/PunchBowl.png,"[{'amount': '1/2', 'unit': 'gallon', 'name': 'Tequila - Silver'}, {'amount': '1/2', 'unit': 'gallon', 'name': 'Grapefruit Juice'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Curacao - orange liqueur'}, {'amount': '32', 'unit': 'oz', 'name': 'Tea - black'}, {'amount': '1', 'unit': 'cup', 'name': 'Lemon Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Orgeat Syrup - almond syrup'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orange Bitters'}, {'amount': '2', 'unit': 'tsp', 'name': 'Cinnamon'}]","Fill a large punch bowl with ice. Add all ingredients and stir until mixed well. Serve in small punch glasses, or any available glass. ",,,http://www.completecocktails.com/Drinks/AztecPunch.aspx#.ZAYh2nZByUk,Pitcher/Punch Bowl,,,
2435,1841,Baby Bellini,http://www.completecocktails.com/img/g/l/ChampagneGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Peach Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Apple Cider - sparkling'}]",Add peach juice and lemon juice to a chilled champagne flute. Fill with sparkling apple cider and stir gently. ,,,http://www.completecocktails.com/Drinks/BabyBellini.aspx#.ZAYh4HZByUk,Champagne Glass,,,
2436,1842,Baja Sour,http://www.completecocktails.com/img/g/l/SourGlass.jpg,"[{'amount': '1-1/4', 'unit': 'oz', 'name': 'Tequila - Gold'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Sherry (Amontillado)'}, {'amount': '2', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': '1-1/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Orange Bitters'}, {'amount': '1/2', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '2', 'unit': 'slices', 'name': 'Lemon'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a sour glass. Garnish with lemon slices and an orange twist. ,"['Orange', ' Lemon']",,http://www.completecocktails.com/Drinks/BajaSour.aspx#.ZAYh5HZByUk,Sour Glass,,,
2439,1845,Banana Coupe,http://www.completecocktails.com/img/d/l/BananaCoupe.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Advocaat (Bols)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Bols Banana Foam'}]","Shake advocaat, lemon juice and simple syrup with ice in a cocktail shaker. Strain into a chilled cocktail glass. Top with a layer of Bols Banana Foam liqueur. ",,,http://www.completecocktails.com/Drinks/BananaCoupe.aspx#.ZAYh8XZByUk,Cocktail Glass,,,
2440,1846,Barberita Loca,http://www.completecocktails.com/img/d/l/BarberitaLoca.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Cachaca (Boca Loca)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Elderflower Liqueur (St-Germain)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon slice. ,['Lemon'],,http://www.completecocktails.com/Drinks/BarberitaLoca.aspx#.ZAYh9XZByUk,Cocktail Glass,,,
2442,1848,Basil Hayden's Holiday Spice,http://www.completecocktails.com/img/d/l/BasilHaydensHolidaySpice.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon (Basil Hayden)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Amaretto (Disaronno)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Maple Syrup'}, {'amount': '3', 'unit': 'dashes', 'name': 'Bitters (The Bitter Truth)'}, {'amount': 'null', 'unit': 'null', 'name': 'stick Cinnamon'}]",Shake all ingredients vigorously with ice in a cocktail shaker. Strain into a rocks glass full of ice. Garnish with a cinnamon stick and serve. ,['Cinnamon'],,http://www.completecocktails.com/Drinks/BasilHaydensHolidaySpice.aspx#.ZAYh_nZByUk,Rocks Glass,,,
2444,1850,Batida,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca - Brazilian rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'Pineapple', 'unit': 'Juice', 'name': '- or strawberry or mango'}]","Fill a highball glass with ice. Add simple syrup, lemon juice and cachaca and stir gently. Fill with pineapple or another fruit juice and stir again. ",,,http://www.completecocktails.com/Drinks/Batida.aspx#.ZAYiBnZByUk,Highball Glass,,,
2445,1851,Batida Maracuja,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cachaca - Brazilian rum'}, {'amount': '2', 'unit': 'Passion', 'name': 'Fruit'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '2', 'unit': 'slices', 'name': ' Lemon'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top, optional'}]","Add the pulp from 2 passion fruits, simple syrup, lmeon juice, ice and cachaca into a cocktail shaker, and shake well. Strain into a highball glass full of ice. Garnish with lemon slices, and top with a splash of club soda if desired. ",['Lemon'],,http://www.completecocktails.com/Drinks/BatidaMaracuja.aspx#.ZAYiDXZByUk,Highball Glass,,,
2446,1852,Bed of Roses,http://www.completecocktails.com/img/d/l/BedOfRoses.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'Jagermeister'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Grenadine'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Shake Jagermeister, grenadine and lemon juice with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/BedofRoses.aspx#.ZAYiEXZByUk,Cocktail Glass,,,
2447,1853,Bee's Knees,http://www.completecocktails.com/img/d/l/BeesKnees.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Honey Vodka (Stoli Sticki)'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Honey'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lemon twist. ,['Lemon'],,http://www.completecocktails.com/Drinks/BeesKnees.aspx#.ZAYiFXZByUk,Cocktail Glass,,,
2448,1854,Bees Knees Shot,http://www.completecocktails.com/img/d/l/BeesKneesShot.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Honey Vodka (Stoli Sticki)'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Honey'}, {'amount': '1/4', 'unit': 'oz', 'name': 'Lemon Juice'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled shot glass. Garnish with a piece of honeycomb. ,['Honeycomb'],,http://www.completecocktails.com/Drinks/BeesKneesShot.aspx#.ZAYiGXZByUk,Shot Glass,,,
2450,1856,Berry Bliss,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Irish Whiskey'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Raspberry Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Caramel - syrup'}, {'amount': '1', 'unit': 'null', 'name': 'Egg - white'}, {'amount': '4', 'unit': 'null', 'name': 'Raspberry'}]","Muddle raspberries in the bottom of a cocktail shaker. Add ice and the remaining ingredients, and shake vigorously. Strain into a chilled cocktail glass and garnish with raspberries. ",['Raspberry'],,http://www.completecocktails.com/Drinks/BerryBliss.aspx#.ZAYiIXZByUk,Cocktail Glass,,,
2452,1858,Berry Spice,http://www.completecocktails.com/img/d/l/BerrySpice.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Chambord Vodka'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Honey'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': '1', 'unit': 'Jalapeno', 'name': 'Pepper - small'}, {'amount': '3', 'unit': 'null', 'name': 'Blackberry'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Ale'}]","Muddle the blackberries, jalapeno, honey and lemon juice in the bottom of a cocktail shaker. Add ice and Chambord flavored vodka and shake well. Strain into a highball glass full of ice. Top with ginger ale and garnish with candied ginger and blackberry. ","['Ginger', ' Blackberry']",,http://www.completecocktails.com/Drinks/BerrySpice.aspx#.ZAYiKnZByUk,Highball Glass,,,
2455,1861,Bigger than Ben,http://www.completecocktails.com/img/d/l/BiggerThanBen.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Cognac (Xante)'}, {'amount': '1', 'unit': 'oz', 'name': 'Cointreau - orange liqueur'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Ginger'}]","Muddle ginger in the bottom of a cocktail shaker. Add cognac, Cointreau, lemon juice and ice, and shake well. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/BiggerthanBen.aspx#.ZAYiOXZByUk,Cocktail Glass,,,
2457,1863,Bishop,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': 'Red', 'unit': 'Wine', 'name': '(Cabernet Sauvignon)'}, {'amount': '2', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'slice', 'name': 'Orange'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lemon'}]","Fill a highball glass with ice. Add orange juice, lemon juice and sugar, then fill with red wine. Stir well and garnish with an orange slice and a lemon slice. ","['Orange', ' Lemon']",,http://www.completecocktails.com/Drinks/Bishop.aspx#.ZAYiQXZByUk,Highball Glass,,,
2458,1864,Black Cherry American Dream,http://www.completecocktails.com/img/d/l/BlackCherryAmericanDream.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cherry Vodka (Effen Black Cherry)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Peach Schnapps'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Apple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '3', 'unit': 'leaves', 'name': 'Basil'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to top'}, {'amount': '1', 'unit': 'slice', 'name': 'Peach'}, {'amount': '1', 'unit': 'null', 'name': 'Cherry'}]","Shake cherry vodka, peach schnapps, apple juice, lemon juice and basil with ice in a cocktail shaker. Strain into a Collins glass full of ice and top with chilled club soda. Garnish with a peach slice and a cherry. ",,,http://www.completecocktails.com/Drinks/BlackCherryAmericanDream.aspx#.ZAYiRXZByUk,Collins Glass,,,
2459,1865,Black Cherry Jubilee,http://www.completecocktails.com/img/d/l/BlackCherryJubilee.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'Cherry Vodka (Effen Black Cherry)'}, {'amount': '2', 'unit': 'oz', 'name': 'Apple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'dash', 'unit': 'null', 'name': 'Cinnamon'}, {'amount': 'Ginger', 'unit': 'Beer', 'name': '- chilled, to fill'}, {'amount': '1', 'unit': 'null', 'name': 'wedge Lemon'}]","Shake Effen black cherry vodka, apple juice, lemon juice and cinnamon with ice in a cocktail shaker. Strain into a Collins glass full of ice. Top with ginger beer and garnish with a lemon wedge. ",['Lemon'],,http://www.completecocktails.com/Drinks/BlackCherryJubilee.aspx#.ZAYiSnZByUk,Collins Glass,,,
2463,1869,Blackberry Crush,http://www.completecocktails.com/img/d/l/BlackberryCrush.jpg,"[{'amount': '1/3', 'unit': 'oz', 'name': 'Blackberry Liqueur (Joseph Cartron Creme de Mure des Roncieres)'}, {'amount': '2', 'unit': 'oz', 'name': 'Liqueur (Joseph Cartron Ratafia de Bourgogne)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}]","Fill a rocks glass with ice. Add blackberry liqueur, Joseph Cartron creme de mure and lemon juice, and stir gently. Garnish with blackberries or lemon slices. ","['Blackberry', ' Lemon']",,http://www.completecocktails.com/Drinks/BlackberryCrush.aspx#.ZAYiWnZByUk,Rocks Glass,,,
2466,1872,Blended Comfort,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Southern Comfort'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '1', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': 'null', 'unit': 'null', 'name': 'Ice - crushed'}, {'amount': '2', 'unit': 'slices', 'name': ' Peach'}]","Blend bourbon, Southern Comfort, dry vermouth, lemon juice, sugar and ice until smooth. Pour into a chilled Collins or highball glass. Garnish with fresh peach slices. ",['Peach'],,http://www.completecocktails.com/Drinks/BlendedComfort.aspx#.ZAYiaXZByUk,Collins Glass,,,
2467,1873,Blizzard,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'Bourbon'}, {'amount': '1', 'unit': 'oz', 'name': 'Cranberry Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lemon Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Sugar'}]","Shake bourbon, cranberry juice, lemon juice and sugar with ice in a cocktail shaker. Strain into a highball glass half-filled with ice. ",,,http://www.completecocktails.com/Drinks/Blizzard.aspx#.ZAYibnZByUk,Highball Glass,,,
2468,1874,Blizzard Malibu,http://www.completecocktails.com/img/d/l/BlizzardMalibu.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Coconut Rum (Malibu)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lemon Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon-lime Soda (Sprite)'}, {'amount': 'null', 'unit': 'null', 'name': 'Coconut'}]","Fill a highball glass with ice. Add Malibu coconut rum and lemon juice, and fill with Sprite or 7-Up. Garnish with coconut shavings and a lemon wedge. ","['Coconut', ' Lemon']",,http://www.completecocktails.com/Drinks/BlizzardMalibu.aspx#.ZAYicnZByUk,Highball Glass,,,
